Title,Date,User,Body,Rating 
A great way to learn,09/09/2017,Nictoria.B,I learn so much from this podcast! Thank you for all you do to create this program!,5
Love it!,09/13/2017,MuBear!,This show is so good and definitely relevant to what is happening to my country(U.S.) and our neighbors.,5
This trucker loves Latino USA,09/17/2017,semipenguin,"I love this show. I try not to miss an episode, but sometimes I'm not in my truck to listen. I get to listen even before it come on satellite radio. The stories are excellent. The reporting is great. I learn things I didn't know and see things in a different light. I can't give up this show",5
Excellent journalism,09/19/2017,Gingerdelrey,"I can't recommend more highly. All podcasts should be this well-constructed, thoughtful and thorough. Brava!",5
Advocacy or journalism?,09/22/2017,Kc1985ks,This is an interesting podcast that covers human perspectives on the Latino experience in the USA.,3
One of my favorite podcasts,10/01/2017,MecoMM,Thanks you Latino USA for talking about Latinos/as as active members of the US National narrative and not just as peripheral subjects. I love your stories. Un abrazo!,5
Awesome,02/15/2017,DatgirlJules,I love listening to this podcast! Super educational and helps me understand through different perspectives.,5
Love this podcast!,02/16/2017,ReeRee15,"There is so much variety in topics that they discuss, and they do an amazing job at finding experts to talk with. I've learned a bunch!",5
Love this thoughtful podcast,02/17/2017,Reikista,"Every episode is rich and thought-provoking, and it is clear that the editorial approach is also thoughtful and nuanced. Keep up the great work!",5
Love it! ❤❤,02/20/2017,Jgonzales57,I just discovered Latino USA after thanksgiving of last year. I am completely hooked! I look so forward to the weeks episode. Such a great blend of ALL Latino culture. Maria hinajosa and company do an outstanding job!,5
Awesome latinx perspective pod,03/01/2017,Fit in the Midwest,I love Latino USA and look forward to it every time. They cover a variety of different topics that are relevant and interesting. Always opening my mind up and teaching me something. I really appreciate this podcast and am so glad it exists!,5
!Viva Radio!,03/02/2017,Socalhusband,"Thank you for keeping me grounded and connected to my cultura. Your stories are captivating and entertaining, with the right amount of idealism. Gracias for all you do!",5
Creativo y relevante,03/03/2017,Sallenicar,"It is well done podcast , they talk about many things. Politics, music, culture, art. Son muy creativos y reflejan temas de interés para la comunidad latina. Me identifico con los temas. Sigan adelante.",5
I love this show,03/07/2017,Nietzsche-Preacher,"I feel so good whenever I listen to this show! I always learn something new about latinx cultures. I can't believe what's happening in this country. I LOVE my latinx brothers and sisters. Shame on Barack for being the deporter in chief. I have been to multiple sanctuary city and pro-DACA rallies. Don't deport latino/a's, instead, deport white supremacist/nationalist! Enslavement, colonialization, genocide, and civil war wasn't done by people from Latin America, or Africa. I'll let you use the process of elimination to figure where they came from. If you want to deport the undocumented, start with descendants of people who arrived on the Mayflower!",5
Pa'lante mi gente,03/07/2017,HolaLyly,"Through this wonderful podcast I feel more connected to latinos. I'm brought to tears with their touching stories. I'm left with a raging debate in my head from the different opinions presented in news coverage. Growing up in the US made me always look for more cultura, amistad y conocimiento. Latino USA helps replenish my soul's well. Much love to the hardworking team and for everyone in the diaspora. ❤",5
Maravilloso e Increible,03/14/2017,yankeesgirl07,This podcast truly changed my life. I'm sorry I didn't review this sooner. These may make me sound ridiculous but I didn't realize just how culturally insensitive mass media was. Listening to Latino USA every Friday really makes me feel acknowledged as a female POC. You don't have to identify as Latino/Latina/Latinx to enjoy the great journalism that comes out of the offices of Latino USA. I only wish they had these in Spanish so I could offer these to some of my family members who aren't fluent in English. Muchas gracias for all of your hard work and dedication to the Latinx community. Thank you for featuring those who are so often in the shadows.,5
Great stories,03/15/2017,Cezzzzzzz127,"Great stories all around from the Latinx world, the good and the hard to listen to",5
Love it!,03/21/2017,Nicolas Keller,"Have Natalia F talk more please! Also, GREAT PODCAST.",5
What a great find,03/30/2017,Henry.00,"I am in love with this podcast, great stories and amazing interviews. Gracias y sigue con tu gran trabajo",5
Essential Listen For All Latnix,04/02/2017,vontaub,"Want to say 'woke' about the Latnix experience in the U.S.? Then, this podcast is a must. The stories are balanced and informative. Some of their producers include young Latinx so we get their point of view which is hard to find in popular media.",5
Rodeo story and many stores are great.,04/07/2017,Jose-Secaucus,Here a Dominican American learning many things from Latino USA. Gracias.,5
Excellent Podcast,04/09/2017,Halcyon Daze o.O,I absolutely love this podcast. I have always felt like I didn't know enough about Latino history and popculture and I feel like this podcast has helped me fill that massive gap of information that I have been missing. Thank you Latino USA for this amazing podcast! I listen to it almost daily. I truly enjoy it!,5
A great narrative on being Latinx in America,04/12/2017,ileana00,This is one of my favorite podcasts to listen to. It's educational while being entertaining. Relevant to our Latinx experience and overall a good representation. Please keep making more episodes.,5
"Gracias, Latino USA",04/14/2017,Roselly Ann,Thanks for the unique and relevant programming!,5
Everyone should listen to this show,04/15/2017,Ambachanen,"This show is such a great resource and I've learned so much. The stories are really engaging and well produced, and Maria Hinojosa is so awesome. Everyone should listen to LUSA!",5
I wish it was daily,04/19/2017,Sky riders,"This a great show. It is something that I can listen to with my kids, and discuss with them. The kids love to sit down and engage in debate over topics discussed on Latino USA. It's a safe place for all Latinos! Thank you Latino USA",5
Always relevant,12/13/2016,ReikistaSoy,"Each episode is rich, interesting and relevant for a pluralistic country",5
Wonderful,12/20/2016,StuartKS,"Wonderful, insightful, important journalism at its best. As a recent immigrant to Los Angeles (from the UK), I found myself living and working in a Latino neighbourhood and strking up friendships and relationship with Mexicans and Latino and became fascinated by the shared and not so shared culture. I always look forward to the next episode.",5
A highlight of my week,12/28/2016,luciaimm,Makes me feel connected to the broader latinx community and I love it!,5
Great news source,01/02/2017,Agarcia815,Maria and her team have always done important work but it is more important now than ever. Listen to this podcast for explorations on issues making headlines and sometimes issues that aren't making headlines but should be.,5
You help me teach my kids about the world,01/05/2017,Ray Salazar from Chicago,"Each week, my 11-year-old son and my 8-year-old daughter commute to school and work enjoying an episode of Latino USA. In 2016, our favorite podcast was the rock 'n roll one. Thank you for helping me expose my children to a larger world. We listened to the story of Sylvia Mendez and the struggles Mexican American students faced, we listened to the actress whose family was deported. This is how my daughter learned what ""deportation"" means. The stories make us learn and laught and sometimes I think, ""Oh . . . should the kids be listening to this person's story?"" but I have them listen to almost every single episode because I want my children to know realities outside of their own. Thank you--keep up the valuable work.",5
Buenísimo,01/13/2017,Camila9696,This podcast is something that I had been searching for a while for. It is extremely well done and I love the variety of topics and intellectual conversation. Highly recommend,5
Magnificent,01/13/2017,Gingin28,A must listen to podcast.,5
Lo máximo,01/17/2017,Dmarma191022,"As half-latina, this podcast is a saving grace for discussing and spotlighting topics about Latinos from a Latino perspective- refreshing lens that is committed to good material",5
Beautiful story telling and interviews,01/20/2017,Smartsoprano,Love this podcast - thank you for connecting me to fellow latinos and their stories,5
Love this podcast!,01/21/2017,Guatemalteca in Texas,This is hands down my favorite english language podcast. It's Informative and insightful in discussing the multiple dimensions of Latino culture.,5
So grateful for this podcast!,01/21/2017,Mia829,"I learn so much from every episode. And as the daughter of an immigrant, it is one of the few programs I can watch or listen to to hear stories that I relate to completely. I look forward to the new episode every week. Thank you for sharing these important experiences and making our voices heard!",5
Love,01/27/2017,Cinhy,This show is fantastic!,5
Wepa !!!,01/28/2017,Sally2315,Absolutely brilliant/if your looking for hot topics / awesome !!,5
Orgullo total,01/28/2017,Cristy Marrero,Gracias por hablar de los temas que nos importan a los latinos. Y por hacerlo tan profesionalmente con un estilo periodístico impecable. ¡María Hinojosa es una dura! Mis respetos.,5
Keeps Getting Better,02/02/2017,BK-CT Listener,I'm not a Latino but I am hooked on the thoughtful storytelling and timely solidarity in the belief that diversity is what makes America great.,5
REALLY enjoy latino usa!,02/06/2017,MASdestruction,"Brilliant journalism, love the stories, love the way you tell them. Keep it up!",5
Everything It Should Be,02/06/2017,BStrasters,Maria delves deep into Latino/a issues and helps the listener truly understand and make sense of them. It's awesome.,5
Being like Maria Hinojosa=life goals,02/06/2017,Bklyn mama,Latino USA keeps me educated. Maria is my role model.,5
Great podcast.,02/08/2017,AppleC05,"Engaging, educative and great journalism. If you like Serial, you'll like this.",5
The show is amazing.,02/13/2017,Jimmy Huey Newton,"Greetings from Korea. I just looked through a chart, and found this show. First off, I was just genuinely happy that there is a show about latino. It was pretty hard to listen social issue and politics straight away from latino. The mere existence was great enough. Second, I love the content for real. The episode I listened to was about Dream 9, DACA, and NIYA. It covers struggle of undocumented immigrants and I learned a lot as to reality of immigrators and emigration, and US. Thanks for making such a nice show. Peace.",5
One Nation Under T****,11/12/2016,nu4jm6,"What a wonderful podcast to show that Latin@s are not a monolithic group and are complex. Great (though hard to hear) balanced perspective for both Pro Trump / Pro Hillary supporters. The episode was cathartic, hearfelt, and hard to hear at times... the HUMAN FACE / REAL PEOPLE who can never forget nor forgive what Trump said as a candidate seeking the Republican Nomination / Presidency... words do hurt... they have resulted in action... and now are in the White House - we MUST get out there and communicate that it's unacceptable... share this podcast people and have those DIFFICULT CONVERSATIONS with people across the aisle...",5
The best!!!,11/12/2016,Nactalye,It's interesting! And I always learn something new! I love learning about my culture as well as others!,5
Ahora!,11/12/2016,Jack O Jr.,Now more than ever do I feel the need to bring awareness to this podcast as a means of sharing the Latino communities stories.,5
Amazing in depth journalism!,11/13/2016,Dalia:D,"This show is smart, concise, immersive story telling that represents the LatinX community in a fair light.",5
Awesome Podcast!,11/13/2016,DaveEman7,Keeps me plugged in with the Latino community. Knowledge is power mi gente!,5
Fantastic Journalism,11/14/2016,Allfungamesrater,"To make it short and simple, I listen to this pod cast every Saturday morning on my way to work and now I'm hooked. The journalism, combined with the way they present their material is very intriguing. I listen to every podcast learning something new, and having a greater appreciation for all latinos, and their culture!",5
So many awesome stories,11/15/2016,Csmochilera,"I love this podcast! I'm a white woman from the midwest, but I studied abroad in Ecuador, speak Spanish, and have traveled relatively extensively through about a third of Latin America. I fell in love with Latino culture while traveling and now that I'm in the Pacific Northwest, I love listing to this podcast and staying somewhat connected. Thanks so much!",5
"Amazing, Knowledgeable and Inspiring.",11/15/2016,Rather honest,"This podcast has changed my life! After listening, I have been involved in many Latino events and began to stand up for what we believe in. This is truly one of the best podcasts I have ever listened to.",5
Quality Journalism,11/16/2016,ChocolatePeanutButterCup,Excellent quality investigative journalism.,5
Latino USA,11/19/2016,dsully03,Love this podcast. Helps me stay in touch with my community especially as it relates to issues. Both political and cultural. It really helped me make sense of this election and help ease my anxiety.,5
Love It!!!! :),11/20/2016,vencesjs,I enjoy listening to Latino USA on my way to work while I sit in traffic.,5
Only podcast I listen to,11/21/2016,Sanz 3333,I make time for this podcast. It's just pure excellence,5
The best,11/22/2016,Murphinrome,"Latino USA is the best, interesting and informative. Can't miss!!",5
Great topics,11/23/2016,RAS415,Maria Hinojosa is awesome. I love to hear the different topics and it's everything I can relate to.,5
Latino USA,11/25/2016,PJBalcazar,Best show to capture what it is like to be an American with Hispanic raizes.,5
Quaity programming,11/25/2016,Gsotoaz,Latino USA gives great podcasts and shares amazing stories. It has become a part of my regular listening routine.,5
Always fantastic,11/30/2016,bigbrassica,"Wonderful show with in depth journalism, thoughtful commentary, and great music. I learn so much whenever I listen, and I always enjoy it.",5
Colombian listener,12/05/2016,Sandsuar,"Hi Maria, I love your show, I've been listening for about a year now, and find Latino USA very informative and thought provocative. I don't have much Hispanic friends in the area I live in (Washington state, north of Seattle area) so I get an insight into our community through your show. Keep up the good work!",5
A Must Listen,12/06/2016,Masciosare,I first stumbled on this show while driving to work a couple of years ago and it changed my life. I am adjunct faculty at a community college in central New Mexico. This show has often given me ideas for class and encouragement for life.,5
¡PERFECTO!,12/07/2016,ProfeCoria,"This podcast is wonderful! I have even used the podcast about the Honduran Garífuna in my curriculum at the university where I teach. Keep up the great work. What you do is entertaining; yet, more importantly, it's a necessary.",5
Amazing,09/23/2016,Aschless,"Eye opening, emotional, and important stories. Keep up the good work!",5
Wow!,09/28/2016,cantaloupe alone,Awesome story telling and point of view. I love to listen every week. Thanks!,5
YASS.,10/04/2016,likestephg,I'm hooked. I'm learning about history to my Latino-Americana identity. I'm excited!,5
EVERYBODY SHOULD LISTEN,10/07/2016,THE FLAVOR,OPEN YOUR EYES TO THE LIES THAT HISTORY HAS TOLD FOUL.,5
Listen!,10/10/2016,aymaestra,"You will not be disappointed. Whether or not you are Latino, this educational, politically-relevant podcast is inspiring, infuriating, and informational. No se vayan! Listen!",5
One of my favorite podcasts!,10/10/2016,Justinerojas,"Another one of my favorite podcasts. This podcast is beautifully produced. The host, Maria Hinajosa, is phenomenal and presents a show that makes you laugh, makes you cry, makes you think, makes you consider your own influence in the web of humanity and culture. I'm a big believer in empathy through education, through history, through personal stories. Shows like these remind us of what we share as humans, reminds us of how history brings us to our present and forecasts the future. Shows like these make me want to know more, to be a better mother of Latinx children, to participate in improved experiences . This show makes me want to share the stories of struggle, of triumph, of diversity, of the fabric of our nation. Educators of Latinx children, I especially ask you to enjoy these podcasts to gain a perspective not often presented. Please listen and enjoy.",5
Fantastic,10/11/2016,Meagan Bjornstad,"Quality journalism, love listening!",5
A window into our identity,10/12/2016,Zebrapola,"This podcast is a window that helps us navigate the rich diversity and sometimes difficult conversations our country is facing. I am always glad to here non-Latinos are getting curious and appreciate the show, and as a Latina, it helps me put words to some of my experience and not feel so alone! I love the balance of showing how complex Latinos are as a bunch at the same time-- there are common threads of how we experience living in this wonderful country. Long live Maria and her team- a loving wrecking ball to stereotypes!",5
Great,10/13/2016,Lipeson,My whole family listens to it,5
Love it,10/18/2016,Grimmonster,Keep up the great work. You guys are one of the few Latinx groups representing us.,5
Me Encanta!,10/20/2016,JBotello,This is my favorite podcast. Shows more than just Latino culture and ties many cultures into the show. I'm amazed as to how Maria Hinojosa does it! Listen every week and even use some of the work on college papers! Love it.,5
Love the content!,10/21/2016,Isabel0895,"I really enjoy the content shared —it's very much the ""untold"" stories of the Latino culture, history, and people.",5
Listen today!,10/27/2016,Mountain 647,"This is where it all started for me! Latino USA covers so many issues affecting the Latino community and breaks it down so anyone not of Latino descent can easily understand certain references or cultural practices. The team led by Maria Hinojosa are all real journalists, so you know you are receiving well researched facts and events. Some episodes take many months to a year to put together. I recommend to everyone who will hear me! Listen today and you will not regret it!",5
Outstanding! !Maravilloso!,10/30/2016,Marialucgom,"I love listening to Latino USA when I'm at the gym--I take care of my body and my mind at the same time. I am Colombian and have lived in this wonderful country for over 50 years. I feel validated as an individual when I learn more about other Latinos and Latinas and how unique we are and how similar we are--all at the same time. We all come to the United States to make our world, the world, a better place. !Mil gracias por validar todo lo que somos y todo lo que podremos lograr juntos!",5
Perspective and insight,10/30/2016,Chris who wrote a review,Great show giving insight into whole other side and story. Give you answers into why someone culture is perceived differently.,5
From one latino to the podcast world,11/04/2016,Rayrosel1,"OK I love podcast They give me insight to different points of view, humor and insight. I have listen to a lot of different type and heard some get really popular and some just fall from the way side. OK I like this podcast cause it gives me a lot of information from all type of stories that are going on in LATION usa. Im in California and although we live within a lot of latinos, I do live in a bubble - here in silicon valley. Im glad to hear the struggles the challenges and just the the day to day other latinos are living. Keep up the good work and great stories.",5
Insight Increíble,11/04/2016,Multilingual News junky,"Love Latino USA! It's such a valuable look into issues related to Latinos in the USA, and inter-connected international themes. Muchísimas gracias",5
Good for learning about Latino issues.,11/06/2016,RachelAllyse,"One of the only podcasts I've found with a really great balance between facts and stories, formal and informal. The host is so warm and welcoming but also well-spoken and informative, which I love. The topics vary so much. And I have learned so much about Latin culture and issues from this show.",5
Grateful from small town Oregon,11/06/2016,Teacher Tim Portland,"Yo! I've been meaning to say thanks for a long time. I'm a teacher living in Portland who grew up in small town, white Oregon and have been lucky to now be married to an amazing Mexican woman! She shared Latino USA with me and I have been an eager listener from the first episode I heard. I love how your show helps my wife stay connected to her roots in a culture that does not always make that easy, but also reaches and enlightens me to appreciate and understand a culture that is different from what I was raised in. I love learning more and it feeds my desire for helping understand my wife and new family and better, and just hearing different perspectives in an intelligent and often funny way! Thanks!",5
Validated,11/11/2016,LaElenita6707,"Latino USA makes me feel validated - that Latinos, their culture, their language, their stories, rights and well being matter to so many people besides me. Thank you for easing me despair after Donald Trumps election, and motivating me to keep fighting for equity for all people. A suggestion: I work in the field of Disability Studies, and would encourage you to look at the experiences of Latinos with disabilities and their families. It's a unique and often untold story worth our attention.",5
EXCELLENT PODCAST,08/18/2016,Kizzie82,I love this podcast! Such great topics and issues are being discussed and giving Latino voices a platform. It's my favorite podcast of the 15 I subscribe to❣,5
Empowering information for Latinos,08/18/2016,Jbyou,I just discovered the podcast and I already feel more informed about the Latino news thought the nation and the world.,5
Inclusivity,08/20/2016,Latinx26,"Latino USA is my favorite podcast to get the most in-depth journalism on Latinos today. I love that it is extremely inclusive of all facets of our culture. The music, the stories...all an incredible listen every time.",5
A great show and needed lens,08/21/2016,CharterOakState,I value listening to Latino USA because its journalists shine a light on communities that everyone in the US should be paying attention to. Bringing in more diverse perspectives adds a much needed lens to current events.,5
Enjoyable and keeps me informed,08/23/2016,.- ..- -.. .-. . -.--,"I really love Maria Hinojosa's voice and I think she's a great reporter. I love the stories and as a young person who is looking for reliable sources of media, I find this podcast helpful.",5
Excellent Show,08/24/2016,wbravo33,"An informative and engaging podcast that everyone should listen to. Great production, wonderful host, highly recommended.",5
Wonderful! Muchas Gracias!,08/24/2016,Lizzy1M,"Me encanta este podcast! Every part flows from the staff and producers who truly want to shed light on issues and help inform and include all walks of the Latino experience in the discussion. Whether injustices or triumphs, all topics are approached with enthusiasm and heart, instead of sensationalism and hype found in so many other's reporting. Executive producer, Maria, is exceptional in setting the bar and her down-to-earth manner and genuineness shine through. The team is right along side her and they make a remarkable team! I recommend this podcast, con todo mi corazon!",5
I'm Hooked!,08/24/2016,MithMathy,"I recently heard the episode ""Latinos on the Reservation"" - and now I'm hooked! I grew up in rural eastern Washington state and went to college in Seattle, so I knew that a large number of Latinos worked on farms in the Yakima valley, but I didn't know what their relationship was with the Yakima people and the reservation (or even how the land was laid out!). I love the exploration of the intersection of different aspects of cultural identity like this.",5
Excellent podcast,08/24/2016,SeedyK,I enjoy listening for the different viewpoints this brings to me. It's clear that a lot of thought and effort goes into producing each podcast. I was especially interested in the recent two part series about the death of Jose de Jesus. It certainly makes one think,5
Love it,08/25/2016,Nokygirl,My husband and I look forward to listening to this podcast each week. This podcast brings to light real issues that are not necessarily covered on other media. Keep up the great work.,5
Happy information,08/30/2016,Great gals,I enjoy this podcast because it makes me laugh and I learn too.,5
Si Se Puede!,09/01/2016,Latino USA SuperFan,Keep up the great work LatinoUsa team!,5
Wonderful podcast about all things Latino,09/02/2016,LA marga rita,"I love Latino USA, they present stories from all walks of life, from differents points of view and show the vibrancy that Latinos living in USA have as well as contributions, problems, and everything in between.",5
Gringos adopt 2 latinas,09/03/2016,Adoption mama,"We love Latino USA! It is a wonderful balance of humor, cultural education, current events and presentation of many perspectives. My husband and I are both returned Peace Corps volunteers from Latin America and when we returned to the USA, we were unable to have children. We then adopted two orphaned baby girls at the same time from Chihuahua, Mexico. Latino USA enriches all of our lives and helps us feel closer to our daughters' roots. Great job, by the way, Maria Hinojosa on CNN the other day regarding latinos and Trump!!",5
Love it!,09/05/2016,.a2,Fantastic reporting -- always a pleasure!,5
Amazing show!,09/05/2016,Franc Rose,"I couldn't express how much I love this show. It has made me feel like I get in touch with Latino roots. I love this positive, political, and interesting stories they have to offer. Keep up the good work!",5
Exceptional. Touching. Educational,09/07/2016,D’Arcy NYC,Thank you!,5
Odale,09/08/2016,Castro out,Greate variaty of topics. Ture jounolism. Always feel like I benifited from listening. Keep up the good work.,5
Fantastic show,09/11/2016,Stmugrad,A great way to connect to a rich and diverse culture! Our family loves it!,5
Latino USA,09/20/2016,Adria2016,I absolutely LOVE this podcast! A series of stories that I can relate to.,5
Connecting me to my roots!,07/26/2016,Ksav12,I'm so glad I found this podcast! It makes me feel so connected to my Latin culture. Maria and her team are incredibly talented and passionate about their work. Thank you for continuing our conversation.,5
Excellent reporting,07/26/2016,lzelaya,"As a Latino living in the US for the past 26 years, I absolutely appreciate the dedication and passion this program invest in their professional reporting. Maria Hinojosa and her team of reporters do an outstanding job. Thank you!",5
Keeps me up to date on American Latino events,07/27/2016,LuiValenz,Great podcast! I can hear histories I cannot hear anywhere else. That is totally awesome! Keep with the good and hard work!,5
Interracial couple,07/27/2016,agazapo,My partner and I are an interracial gay couple and we love your show. We often listen to it together and discuss afterwards. This show has allowed us to look at our relationship and talk about it in an open forum. Thank so much Latino USA. Your one of my favorite podcasts.,5
Great podcast,07/29/2016,DavidFan73,Love the content.,5
Extraordinario!,07/30/2016,SpainAGA,"I have been listening to Latino USA podcast from wherever I have been serving, being in the USAF and station overseas for years in Italy, Spain, Germany, Afghanistan, Bahrain and Oman. It helps me stay connected to my Latino and American roots, it always manages to move me, gives me that sentimiento of pride and joy of celebrating our multiculturalism. It certainly is a source of information that provides American listeners with a reminder of the contributions of Latinos to the USA, how much Latinos have contributed and will continue to contribute. It is entertaining, interesting and with lots of Latino flair... Love it!",5
"Such a thoughtful, engaging program.",07/30/2016,movieeewatcher22,I listen to a lot of nPR podcasts and so decided to try this one out a few weeks ago and am so glad I did! Such interesting stories and looks at media and representation. Keep up the good work!,5
Highly Recommend,07/30/2016,Melly_223@hannah,"Thought provoking & tastefully balanced programing!
I am grateful to this podcast for continuing to holistically, enrich my latino experience in America. The naritives make me feel inspired, connected, and aware. I highly recommend tuning in!",5
my favorite news program,07/30/2016,kshelduff,"I wish every news program was as interesting, intelligent, funny, compassionate, diverse and democratic as Latino USA. I love the mix of perspectives: academic and streetwise, island and mainland, urban and rural, old and young. Every voice is treated as valuable - and that's a rarity in our day and age. Thank you Latino USA!",5
Relatable but not novel,08/02/2016,DRCovarr,"This is one of the only podcasts out there that is relatable to Latinos in the US. It is often comforting and inspiring, but rarely is it novel or intriguing. Episodes are long and cover topics that are typically of interest to Latinos but that are so over-discussed that rarely does anyone add something different or interesting to say. I like the episodes that talk about obscure Latino history, culture, or little known important Latino leaders. I do not like the episodes that repeat popular discourse or opinion. Please feature more novel topics! We US Latinos are interested in way more than just immigration, soccer, injustice, and Spanglish. Talk about our countries of origin, our rich cultural and political history, and modern everyday Latino leaders and heroes (beyond the usual Sotomayor, Castro brothers, and Lin-Manuel Miranda). Cover stories about our community's victories not just oppression. Highlight uncommon but important intersectionality stories, like Latinos in science or Latino-Black empowerment.",4
Awesome!,08/03/2016,Vlad_Rod,"This podcast is great. It really brings to light some of the issues the Latino community faces and may not always be discussed by the mainstream media. I always find myself empowered, motiviated, and informed after listening to it. I do highly recommend you listen to this. It's truly great.",5
JRJimenez CA,08/04/2016,JRJimenez CA,"I just love this show. As a white Spanish teacher, wife of an Afro-Latino, and future mother of Mexican Americans, this show really educates me to understand the different dynamics in my life. Topics are discussed that people don't normally include me in, and certain topics that are important in Latino lives suprise me. I feel like this show helps me be a better teacher, wife, mother and citizen.",5
Every ep is interesting and important,08/05/2016,Chnvaldez,I can't say enough about Latino USA. Simply the best.,5
Latino USA is must listen programming!,08/06/2016,Chococherri,"I really enjoy this show! There is a breadth of topics covered and it's both entertaining and informative. As a non-Latinx POC, I also appreciate that they include the many different faces of the diaspora and their struggles and triumphs.",5
Not just for Latinos. Great diversity,08/12/2016,Valentin photo,This is one of the few podcasts that I have continued to listen to since the day I downloaded six years ago. Maria is a great reporter and I love her open mindedness in exposing us to all things affecting Latinos AND minorities in general.,5
latino usa,08/13/2016,102848lb,"Informative, well researched and constructed - with heart.",5
Keeps me grounded.,08/14/2016,El Chucoman,"I have been living in Asia for the last few years and it is very rare to bump into any raza out here. I can't say enough about how fantastic it feels to have Maria Hinojosa tell me how my people are doing back home. Thank you for your great work, guys. I'm currently listening to the ""Off Best"" episode and learning loads about new bands to look up.",5
Must-listen program,08/14/2016,Borigirl,This is such an important podcast. Hearing the stories of Latinos is hearing the story of America.,5
Refreshing perspective,08/16/2016,TVetter,Timely stories that aren't always a rehash of the mainstream media,5
Great show,08/17/2016,dcasttt,LatinoUSA is a fantastic show! They cover topics that are important to all of us and are not covered by main stream media. The producers create content from the people by the people. Take a listen and hear for yourself!,5
Excelente,06/26/2016,J en DC,"Keep up the great work. I am not a Latino myself but have spoken Spanish and English all my life. I enjoy LatinoUSA for its unique voice and in-depth reporting--perhaps the only place to go for a hyphenated perspective. It's the kind of thing that gets me charged to do well during the week, and I often recall certain segments of the program throughout the week. I may not be able to convince everyone to listen, but I can share the stories and sentiments where ever I go.",5
Absolutely Amazing!,06/29/2016,All about mystery,"Love the podcast! It's educational on Latin-American and Latino culture as well as self identity, social, economic, racial, ethnic, and other issues within the Spanish community and United States.",5
Really interesting !,06/30/2016,EddyHernandez,"I really enjoy this program. I appreciate being able learn about our culture in an interesting way, without being lectured.",5
I cannot praise this show enough,07/01/2016,Cria Cuervos,"Seriously, if I had to listen to one podcast for the rest of my life Latino USA would be the one. This podcast is so informative and thoughtful, they touch on funny topics to sad events. As a Latina, it's amazing to hear so many central and South American voices - keep it up!",5
Love LatinoUSA,07/01/2016,DecorroOwner,I know I love it when I tell someone else about it. Great stories. I have learned and understood people of my own culture so much more. If I'm learning I'm loving it. And I love it.,5
Love,07/02/2016,karitrevi,I love this broadcast. I identify to everything being Mexican American first Gen in the states!! Maria Rocks!! Echale gas!!,5
Thanks for the podcast!,07/03/2016,Morethanslickety,"thank you for all of the stories, issues, and questions raised by the show...",5
Honor to be a Listener,07/04/2016,blulious,"My first episode of Latino USA was the Dreamers episode, I cried and connected with these young people so much. Thank you for sharing their stories. I've very grateful to know of them.",5
One of the bests podcasts,07/11/2016,Lvms91,"Simply put, this is one of the best podcasts I've ever listened to. Topics run the gamut - from serious issues like politics, current events and immigration, to lighter topics like simple miscommunications in bilingualism, life in the day of a bodega and scary Latin American legends (think La Llorona). While this podcast has certainly helped me to embrace my LA/Caribbean roots, I would recommend this podcast to every and anyone that will listen. The topics, conversations and conclusions transcend cultural, racial, national, even regional boundaries.",5
Wonderful,07/12/2016,_onitsuj,"Glad I stared listening and sad that I missed out for so long. Excellent podcast - well produced, interesting and educational. Can't complain and love being able to connect to the stories through our shared Latinidad - something that's still rare to find in mainstream media. Thank you!",5
Phenomenal Journalism!,07/14/2016,datxicana,This is my go to show for all things Latinx. Me encanta la manera en la cual María comparte el programa con sus colegas y trae voz y luz a tanta cultura/problemas/luchas/amor en la comunidad latinx! Thank you for this show and the space that y'all provide for the Latinx experience!,5
Latino USA speaks my truth,07/16/2016,anhelacob,"Like any Latinx, I have always wanted to see myself reflected in the news, or in the dominant cultural narrative of this country. Through in depth stories and high quality journalism about the Latinx community, this podcast speaks the truth to power. As a Mexicana, it also allows me to learn about other Latinx cultures in our diverse community. I recommend this podcast to all of my other teacher and organizer friends. I can't wait for the next episode! -Angela in Denver",5
Top Notch,07/19/2016,filicana,"I love this show so much. The content is really innovative, the contributors are talented, and I really appreciate Maria Hinojosa's casual and warm tone. This has become my go-to source for interesting stories regarding the ever-growing and ever-changing Latino communities in the USA. I want it to succeed so much that I became a monthly subscriber. Good for both people wanting to learn more about Latinos in the USA as well as people who are Latino heritage themselves.",5
Mi ventana,07/23/2016,"Uplifting, real, hope :)","This podcast opens up connection to the Latino world that's obviously real, but hidden to those of us ""outside it"". I am a 30 year old white woman, but have always loved the language and culture and since serving in the Peace Corps in Panama I am so grateful for something back home that illuminates current, relevant, and topical issues in modern day so that I can understand just a little bit about what's going on in my own country related to the topic and how Latinos think and feel about them. The show is smart, honest, funny, beautiful, sassy, empathetic, and challenging. Thank you for letting me flex what little Spanish muscle I have and enabling me to love and support this community as much as I can.",5
"Powerful, relevant and moving.",07/23/2016,Sempralba,"Powerful, relevant and moving.",5
Addicted,07/24/2016,ETeiM,"I absolutely love this podcast, and I'm happy to admit that I have a healthy addiction! Bravo (and THANK YOU!) to all who are a part of this.",5
Wonderful stories,07/25/2016,Cindybu,"I love listening to this show. It reminds me of my family and covers issues that are important. I like the variety of topics, from music to education.",5
