Title,Date,User,Body,Rating 
A nutshell,02/01/2019,Cooler people,Love the brief and thorough overview of top stories of the day. Thank you NPR.,5
It's up first for me,02/02/2019,Cary A G,This is the first thing I listen to in the morning. It plays while I walk the dog and gives me a clue what things happened overnight. Thanks!,5
Biased,02/04/2019,Parellistudent,Steve Inskeep is EXTREMELY biased and incredibly challenging to listen to. I find him obnoxious and too opinionated. The other hosts are more manageable. I'd give the podcast a four star review if they had another host. I want the news not their take on it.,2
Literally the First Thing I Do When I Wake Up,02/05/2019,Alicia Magee,"A perfect summary of the previous day's (and sometimes night's) news. Great reporting from NPR member stations all around the country, and the hosts are warm and inviting, exactly the thing I need when I am trying to wake up at 6 AM.",5
Great for NPR listeners,02/05/2019,jpgillam,"If you like National Public Radio, ""Up First"" is a good news roundup while making your morning beverage. It provides the headlines heard on the NPR One app, but with more context. If you hate NPR, this podcast keeps it to a small dose.",5
"It’s not up first, I am",02/06/2019,magikmofo,"I am a sustaining member of NPR and the content of the podcast is great the problem is the time that it’s released every day. It’s usually available between 6:15ish-7:00am. I’m already at work by that time. Also, I hear all the news in the podcast on the regular station in my morning commute. If your commute or daily schedule is around this time then I think it’d be great for you. I’m an early riser (up first) and the content is released to late.",3
Must Have,02/07/2019,Jackclaymom,I wake up every morning and listen to Up First while I get ready. I feel like it gives me a leg up as I start my day.,5
Perfect for a busy mom,02/08/2019,Mom11312,Each episode is just the right length for me to listen to each morning while I prepare lunches and get everyone ready for their days! I appreciate going out into the world a little better informed each morning!,5
Great!,02/08/2019,Buttonyourface,Great quick summary of the morning’s news.,5
JS,01/17/2019,............................?,I know you guys don’t like Trump or favor right-wing policy but at least try to be non-partisan if you’re going to claim to be.,2
Best way to start the morning,01/18/2019,SarahSoxy,"I love starting my day with this podcast. You all are so professional and refutable, I value that so much. On the flip side, I love when you go off script and show your personalities. Like Rachel on a Friday. It makes me smile 🙂",5
Quick way to get up to speed,01/19/2019,Let's talk about podcasts,The news moves fast and Up First is a simple way to get caught up on what you need to know for the day.,4
It’s get you caught up,01/21/2019,Genny K,"I listen to this to get the most important news I need before heading to work. It is great because it’s very quick and hits 2-4 high points. Reading all the negative reviews, I just don’t see it, but I’ve only been listening for 2 months. I never heard a Beyoncé newscast but I imagine it would frustrate me as well.",4
NPR’s UP FIRST offer good daily recap,01/21/2019,NPR for me,"If I miss the morning news on the radio or my phone or the daily paper, Up First offers a fine recap of the headlines I need to know. Then I read further about the key news later that day.",5
Love the show wish it was also in sat and sunday,01/21/2019,tracy from ct,It is the first news I listen to in the morning Please extend it to sat/sun or consider an updated broadcast which comes every so many hours 24/7.,5
morning ritual,01/21/2019,ndelorme,this is what i listen to each & every morning when i commute to work. thanks for the daily nitty-gritty briefing!,5
"No frills, accurate reporting",01/21/2019,CatherineLinds,I appreciate Up First for covering a variety of news while still maintaining nuance in only about fifteen minutes. Perfect listening over morning coffee.,5
Great but just needs one small change.,01/21/2019,daultoninw,"I love the podcast and listen to it almost every morning on my smart speakers (amazon Echo) in my apartment. My one tiny change is that they should say the date at the beginning of the podcast. Since I’m just saying, “Alexa, play the Up First podcast,” I have to assume that it is playing the latest episode.",4
A nice concise look at today’s news,01/21/2019,Silvrfox24,"This podcast is the way I start my day. I appreciate the concise approach the team uses, and yet they give me enough depth in each story to make it very interesting.",5
Great casual commentary and information,01/21/2019,mayordill,Quick news updates that makes a for a nice way to start the day. Mainly just hits major points of headlines without a bombardment of information.,5
“Both sides” reporting now available on digital,01/21/2019,Gryffon505,Today’s revisionist report on the Covington Catholic students’ racially motivated harassment of Nathan Phillips is the last straw. NPR’s “objectivity” and both sides reporting obscures what’s obvious to any sentient observer. I’m done with NPR’s milquetoast reporting. Bye Felicia.,1
Bite size briefing,01/22/2019,The ghost of podcasts cast,Listening to this and the daily are my morning routine! I get my broad range of stories from npr and then dive deep with the daily.,5
well done,01/22/2019,DCsFlash25,A succinct way to get a little news in the morning. Not overwhelming. Love all the host.,5
a daily must have,01/23/2019,JJJAYJJ,I love Up First. It is the first podcast that I download every morning!,5
Nice work from the NPR crew,01/24/2019,friendly woods,"This podcast had a rough start, but it has gotton better and better. A lovely news roundup.",5
Skips big issues,01/24/2019,AdriannaEJ,Why aren’t you covering important things like the New York Reproductive Health Act? I appreciate updates on the govt shutdown and how both sides are covered. I appreciate the little bit of international news. But this is definitely something that should have been in today’s episode.,4
Impartial news?,01/24/2019,555Juan,"A bit more left-leaning than I’d prefer for my go-to news source. NPR does so less than others, but I still wish the broadcasters of this show kept to strict impartiality.",4
Used to be good,01/25/2019,Codeman81,"I would love this podcast if it wasn’t so bias. It’s obvious you guys all lean very far left, which is fine, but it would be nice if you reported both sides of each story. Every episode lately is focused on Trump and how bad you all hate him, not what’s happening in the world..there has to be more news than this.",1
A fabulous morning summary of the past day's events. Pairs nicely with a cup of coffee or tea.,01/25/2019,player66,"I've subscribed to Up First since the earliest daily episodes. Sinnce then this has been my podcast ""alarm clock"" for the morning and frequently paired with my first cup of joe. I love the brief episodes they release when there's been a major event that truly necessatites ""breaking news."" This is one of many reasons I contribute to NPR. Keep it up!",5
Wednesday Jan 9th,01/09/2019,pauljquilter,"I listen every day. I want to pull you up on the Trump wall report this morning. About the policeman that got killed and was used by Trump last night to spread fear. The policeman was also an immigrant right. So am I. I went through the legal process in order to be here. Presumably so did the policeman. You kind of skipped over whether his killer had done. I think if one accuses Trump with being economical or loose with the truth, which he is, it is best not to employ the same tactics he uses. Of course at least Trump is blatant when he does it one might say “honest”. Hearing that part of this mornings report really aggravated me. Neither is NPR too high and mighty to stoop to hoodwinking the public.",4
"Great content, current software bug.",01/09/2019,Tsxtasy,"Content plays about 2x as fast as normal. Everything is sped up, and the commentators sound like chipmunks. Sounds like the guy at the end of a drug commercial telling you about the 1000 side effects in 3 seconds",1
Reluctantly unsubscribing,01/09/2019,CateO1977,"I have been a subscriber for over a year (two years?) and once enjoyed the brief overview of the events of the day presented in a calm, dispassionate manner.",1
"As bad as NYT, maybe worse",01/10/2019,Amy Meditate,"Why is it that NPR people listen to nothing else? Ugh, this is drivel.

Be sure to listen to a BALANCE of views people!",1
"Good info, but too biased for my liking.",01/10/2019,Juuuupiter,"Good info, but too biased for my liking.",1
Perfect way to start the day,01/11/2019,joelmw,"Reliable, substantive daily news delivered with humanity and objectivity, with ample input from seasoned analysts.",5
Bug,01/11/2019,bilancio,Your latest episode isn’t working,1
👍🏼,01/15/2019,Kendra Q,I listen every morning! Great way to know the gist of what’s going on!,5
Great podcast,01/15/2019,HollyEgg,"Just another reason to support NPR! Great podcast, I look forward to it every day!",5
The breakfast of news champions,01/15/2019,LaserJockey,"I listen to Up First every morning after NPR’s national and local newscasts. This show is the best way I’ve found to dig into the four or five biggest stories in the country and world (US centric but important international news is covered) every day for 15 min before work. The show gives more in depth discussions than NPR’s national newscasts and feels more balanced, measured and serious than NYT’s The Daily.",5
As Advertised,01/15/2019,JWSkills,"I like it, so I came to leave a review. But after reading a few reviews left by others, many of whom seem to strongly favor NYT’s The Daily, I hesitated and decided to check out the competition. My conclusion: Daily is good, yes, but far too long and far too narrow. NPR’s Up First is, as advertised, a short, quick listen that hits the 2-3 big stories of the day, letting me know what to watch/listen for as I go through the upcoming day. That’s what I’m wanting, and that’s what NPR delivers. The NYT podcast will probably be added to my short list, but I don’t have time to hit them up on the daily (pun intended) and will still keep NPR up first (yes, I did it again).",5
Start everyday to it,01/15/2019,Jared de Uriarte,Love it!,5
My favorite podcast!,01/15/2019,mare.bear.xo,I love this podcast because it’s a quick review of the most important events happening that day. It only takes about ten minutes and is explained in terms I can understand.,5
I Appreciate Up First,01/15/2019,bailindsey,"I appreciate Up First. A great way to start the day. The reporting is excellent and unbiased. However, I could do without the initial non-news banter between the reporters. The clever theme song reminds me its time to get out of bed.",4
Best Way to Start Day!,01/15/2019,S9852,Concise informative relevant efficient thank you!,5
15 minutes or less,01/15/2019,Eder in the Golden State,They take the biggest 3-4 news stories and provide interviews that break down the stories nicely. More facts and less opinions.,5
Incessantly Trump News,01/15/2019,thehomeland,"Doesn't really cover anything but Trump news, which gets super tiring. Cover something else please! That is not need-to-know info each morning! Pick something actually interesting!",3
Why can’t I remove this crap!!!,01/15/2019,LongJohn1/1,Junk!!! Let me Block this crap!!!,1
A Great Way to Start the Day,01/15/2019,ncflah,"I really love starting my day with Up First. It’s a great mixture of domestic and international news, which is something I hadn’t seen in other morning brief podcasts I’ve tried. I love that they interview lots of different reporters for an on-the-ground perspective and the information is always insightful but concise. Yet another stellar NPR podcast.",5
3 Million American Government Contractor’s are out of wok,01/16/2019,Pat in Oregon,"800k Employees who will eventually get paid, 3M Federal Contactors who will not be paid for days out.",4
Informative,12/27/2018,Gastelumfm,Quick and informative. I really enjoy this podcast. Highly recommend it.,5
Daily listener,12/27/2018,Mitch1234,"Honestly, I think these guys do a great job. Not understanding of the negative reviews. This is a short and sweet consolidated news reel that is perfect for listening to while getting ready in the morning.",4
Great Catch-Up,12/27/2018,aklucius,"A good overview for the news you’ll encounter the rest of the day, and a useful, quick, catch-up for West-coasters starting 3 hours behind.",4
Skewed news,12/27/2018,San D Ego,They try to push a liberal agenda. It’s blatantly obvious.,1
Very helpful!,12/28/2018,GRAZIAAE,"👍
Just don’t tell me: “this is what I need to know”, in your podcast. Up first is a small part of news I need to know!",5
My morning briefing,12/28/2018,Jacqueline531,"I appreciate this podcast and listen faithfully every morning. I just wish there was a weekend edition (no pun intended). This podcast, in half of the time of the news gets me up to date. If I don’t listen to this, my day doesn’t start. I also appreciate the occasional humor.",5
Vital,12/29/2018,NoVaYogi,"I catch this every day! It is one of just two podcasts I listen to without fail, every day.",5
Excellent,01/01/2019,Sybil G.,I always start my day listening to this podcast. It is excellent and I do listen to many podcasts. This one and NPR Politics are two of my favorite.,5
Necessary podcast,01/02/2019,AlejandroES,I listen to this podcast every day. It’s super informative and gives me the news of the day that I need. Excellent journalism.,5
A part of my morning,01/03/2019,Sra84,A great way to start each day with the highlights.,5
A great nugget of news,01/03/2019,Greg748,"I usually listen to Morning Edition while getting ready for work, but there are plenty of days I don’t. This newscast gets me caught up with 3-4 important stories and a lighter note or two in 12-15 minutes. Perfect for my bus ride, waiting for the train, or walking those last few blocks to work.",5
"Noel out, Mary Louise in",01/03/2019,SeldomPoster,"Mary Louise Kelly has a speaking voice not particularly well-suited for radio. When I heard her for the first time on Up First about a year ago, she reminded me of David Brinkley, with her overly deliberate phrasing. She also seemed be trying to talk at a lower register than she is capable of. But a year later, having heard a little more of her on other programs, I can tell that she is pretty good as far as content. In the meantime, I feel that Noel King, for all her cheerfulness, lacks depth and substance. I criticized Mary Louise in this forum when she was on. Now I am retracting that and request that you bring her back as a replacement for Noel. Thank you for reading.",4
Perfect morning briefing,01/03/2019,kgbourne,This is a great podcast for starting the day. There’s a good mix of national and international content. It’s interesting and to the point and not stupid (like most TV morning news programs!).,5
Must listen,01/05/2019,Ozymandias1,A critical part of my morning routine,5
Great succinct overview of the news,01/07/2019,ru48669,"I have been listening every weekday for the past few months on my walk to the train every morning and recommend Up First to all of my high school students to stay informed. Nyt's podcast is little long to listen to every day, but this is the perfect length to keep kids' interests (and the personalities are great too!).",5
Quick and to the point.,01/07/2019,Twitter-@himzach,Have been listening since day one.,5
Keep your opinion to yourself—so I can make up my own mind,01/08/2019,S.ArnzenCurtis,Rachel and Steve have given to telling their opinions...it almost feels like they can’t help it and are letting their hatred seep into the pod cast. I use to turn to NPR to get the unbiased facts....no longer that place unfortunately.,1
Quick and informative with great hosts,01/08/2019,Jtb55667733,"I listen to Up First every morning. I even miss it on the weekends! I like that some world news is often included. The hosts are clear and thorough, and often funny too. I really do think it’s “the news you need to start your day.”",5
Great start to my morning,01/08/2019,taranlichtenberger,This podcast is a really great current events overview to start anyones day,5
Neutrality is better,01/08/2019,Xis1111,No longer provides impartial views. It used to be a great tool to just hear the facts and let listeners think about the meaning of information. I keep thinking it will revert again as NPR has always been impartial in my eyes. Unsubscribing. What a waste of time.,1
Great daily updates on the news,12/09/2018,Praveen Sriram,Been listening to this podcast since late 2016 and love the updates on the top news stories and headlines. Makes me a well informed person. :),5
I LOVE IT!!!,12/10/2018,Shriyaa Anand,"My dad always plays it before school, during the drive. They’re always so informative, and I love listening to NPR!",5
"Too long, too much commentary",12/12/2018,CloudyMango,"It keeps getting longer with less news and more commentary. Fourteen minutes of supposed essentials!?!?
Trim it to a hard FIVE minutes stem-to-stern inclusive of all underwriting.",2
Your Daily Fix of American Scandals & Disasters,12/12/2018,Bartleby the Younger,"Up First is a quick litmus test for the daily political disputes and disasters front and center in America. I listen to Up First, not for the news, but to see what sound bites and tweets will be dominating American media for the day.",4
Wall Mart Sponsor,12/12/2018,Arek1211,"Lately the beginning of the podcast is soliciting donations to keep NPR on the air. However, as long as Wal Mart is a sponsor, you will see no money from me. When you drop them OR they pay their workers a living wage I will reconsider. Until then...NOPE!!",3
Love it!,12/13/2018,KWorth7,I love that they just tell the news as it is!,4
Not a Fan of WalMart Either,12/13/2018,Cvkkp,"For the reasons stated above and more, WalMart needs to clean up its corporate act. Supporting Vox merely scratches the surface.",5
best morning show,12/14/2018,SuziBoo,my favorite news podcast to start the day with. they tell quick and interesting stories and keep the important issues at the forefront.,5
Too left,12/17/2018,go sox 18,Very educational but you guys can’t get out of your own way with your biases. Trying to listen to something fair and balanced that’s not Fox News and apparently it’s not NPR,1
Perfect start to the day,12/17/2018,RLTuy,This show is perfect for starting your day with getting on top of what’s going on in the world with enough depth to understand it but briefly enough that it’s done by the time I’ve showered and dressed.,5
A great brief of national and international hot topics,12/17/2018,pgrabin1,"Still love listening to NPR, Fresh Air, etc. but this is a great quick overview of what’s going on. Never enough info for me but it is a good length (catch-22) so don’t change it! Thank you for producing this great reporting option!",5
Have a Good One?,12/20/2018,BeenDrivenCrazy,The English language is officially doomed - “Have a good one” was used by David Greene this morning.,5
Not impartial anymore,12/20/2018,Pablo Borjas,"You don’t like Trump, I get it, I don’t either. Having said that, it shouldn’t affect the news. Not everything is negative. The migrant caravan, for instance, the reporter in Mexico was talking about the challenges of having all these people at the border trying to get to the US, and the reporter in the US trying to drive the conversation to blame the Trump administration for it. That’s just one example. Stick to the news. Trump came and he’ll be gone soon enough. Don’t lose audience because of how much you don’t like him.",3
A great start to the day,12/22/2018,warlordbob,"Up First, is a great way to start your day. I hear the highlights with a dash of story depth that gets on the right path of current events. Thanks!",5
To the point!!,12/23/2018,Uses email,I love how quick this is. I usually listen to it first thing in the morning and I feel like I’m going into the day with information that I don’t have to fish around for or read a ton of sources. If I want I can go to the npr site to read more on each story.,5
👍🏼,12/24/2018,nathan jacob bilbs,It’s a perfectly executed news summary show!,5
Subscribed a week ago. Heard about RAD. Unsubscribed.,12/24/2018,woundedcub,Podcasts are great. The ads are great. I heard about and read about RAD. If NPR is going to be a driving force behind disrespecting users with more invasive and typical ad metrics I am not going to contribute my time to listening to NPR properties.,1
Informative,12/24/2018,Dog Money,This is my favorite part of my morning routine. I am a big fan of NPR and this concise podcast is the best way to start the day.,5
"Great pod, a quick listen",12/25/2018,ScottyDoesn'tKnow,Part of my daily routine to get the news. The hosts rotate but are all great. One of my favorite pods.,5
No need to politicize every news story,12/27/2018,to2019,"I was first drawn to the podcast because of its direct delivery of relevant news. However, the insertion of politics in to stories in which they are not relevant, distracts me from the events and information that I believe is more important.",2
Helps me keep up with my political junkie wife,11/23/2018,JordanScroble,"My wife listens to nearly every political podcast and has a firm grasp of what is going on in the world. I on the other hand, pay hardly any attention to politics. This podcast gives me a quick run down of the headlines and I can listen to it while making my morning coffee and getting myself ready for a run. Love it.",5
Inskeep- sooo biased,11/24/2018,jpierce1989,"I am tired of politician bashing in this country. When I listen to a “news” show that is supposed to be unconflicted, it frustrates me when one of the hosts can’t stay neutral. It is so clear the Steve Inskeep has a disdain for our President in how he rephrases answers given by the reporters and, in particular, how he “reminds” us of prior POTUS missteps. This is not “news” but political bias at its worst! It’s really too bad as I believe Rachel, Noel, and David keep it real.",3
Worst Bias Reporting,11/24/2018,jjbarbie,Really hoping this would be a nice quick update for daily news. Consider myself neutral party on politics and issues. Yet they continue to “Trump Bash” to a point where it’s just ugly. Give up the bias point (we get you dislike Trump) but PLEASE just report the news.,1
Unprofessional Technique Used to Seem Relatable,11/25/2018,Listener1994,"NPR has always been the pinnacle of journalism in my mind.
But, very sadly, this series is a prime example of why NPR no longer deserves that acclaim. It breaks my heart to say that NPR is no longer even the leader in radio journalism and this series has cemented that reality for me.",1
Must Listen!,11/27/2018,HowardinMA,Just the news you need to start your day. No fluff. I listen every morning.,5
Wake up with the news you need,11/27/2018,Dora.ble,I get overwhelmed with the news and have found Up First to be a great way to get the news I need first thing in the morning. A good mix of national news and usually one international story. Definitely recommend!,5
My morning jam,11/27/2018,Merdymoore,"I never miss it- perfect in length and content for me. Plus, if you like it- it is highly probable that you will like the podcasts that they sometimes recommend.",5
Love it!,11/27/2018,camirtkakdbxn,I listen to Up First every morning on the way to school and it’s a great way to get the news quickly and efficiently!,5
"Good, but definite political slant",11/27/2018,Lhmhdyhi,This mostly does a good job of covering the big stuff. Rachel Martin really shows her bias whenever Trump’s name comes up. Lots of politics and less worldly stuff. But overall it’s my top choice for a quick news update in the morning.,4
My go to source for news,11/27/2018,krkumar11,"My life has gotten hectic, and I don’t have time to read through pages of in-depth articles or think pieces about daily events. Up First is a great way for me to get a snapshot view of major stories.",5
Great and quick!,11/27/2018,luke is,I’m new to the political scene. And these bite-sized morsels of what’s happening around the world are exactly what I need.,5
Love it,11/27/2018,grazingwanderer,I really love the quick news. 15ish minutes is the perfect amount of time for me to get ready and get up in the morning. the news stays relevant and is sourced well.,5
LISTEN EVERYMORNING,11/27/2018,Jayboogotti,"love it, very to the point and the news I need to start my day!",5
Real News,11/27/2018,Dracaras,"It’s where I start my day, everyday, to stay informed on the issues and events of the world. I appreciate the facts given by on-location journalists. This is an intricate part of me being an informed citizen.",5
my morning dose,11/28/2018,Aaaaaanna,I listen to this podcast every morning! It is a great overview of current news. I enjoy the personalities of the people as well!,5
Lack of Professionalism,11/30/2018,tlp,If this was truly a respected news program then they would be reporting the news without all the sarcasm and snide remarks. Report the facts and respect people enough to form their own opinions and conclusions. THAT is good reporting.,1
Love it!,12/01/2018,DanMal,"Great podcast to listen to in the morning while getting ready: Informative, entertaining (when appropriate) and quick paced. Can’t go wrong with NPR as a news source!",5
Just the facts!,12/02/2018,LuvTibetanBowls,Wish you had something for Saturday and Sunday,5
Amazing,12/07/2018,Meat genius,Perfect for my busy mornings!,5
Concise and Informative,12/07/2018,Patty Hunt Smith,"Up First is a quick listen that efficiently fills you in on everything happening. I like to listen to this podcast first thing in the morning, as the title suggests, and then maybe listen to The Daily later if I have the time to spend listening to one topic for 20 minutes. I love news update podcasts and Up First is my very favorite.",5
"Keep your attitude out, Richael",11/03/2018,minghui420,"In the latest episode, Up First covered the case between AACE and Harvard. When the guest introduced the two sides, Richael just gave some obviously different response. When AACE, she emmmed, but for Harvard, she directly said Right. I do not like this sitting in one side for a news host, who’s work just introduced the questions. Yes, I am an Asian. And I felt being offended.",1
Love Up First!!,11/05/2018,ry3688,"I love this podcast, and I listen to it every morning. So thankful for the work you all do to make sure we get the news we need to start our day. Only love for Up First!",5
Great way to stay informed,11/06/2018,blegg30,"I’ve avoided the news for so long. Politics cause great stress for me, the amount of hate in the world is sickening. I decided it was time to shift my thinking and to get informed. I started with this show and it’s been a great decision. I listen every morning on my drive to work. Thank you for a concise but thorough show.",5
Liberal and Global,11/06/2018,upn0rth,As a daily listener I find their view point very left of center. I don’t understand why they must have two stories. One US based and then something global. Today is Election Day and the global story was about Cameroon. Why?,3
Formulaic and Underwhelming,11/07/2018,Mjask206,"Like many other reviewers, I agree that a short-form, quick hit news podcast is the best way to start the day. I’ve subscribed to Up First for around two or three months at this point, and, after giving it the opportunity to grown on me, I’ve found that it is not hitting my expectations. The hosts undoubtedly let their various biases shine through, which is troubling no matter where you fall on political, social, and cultural spectra. Also, I feel as if the show could benefit from bringing new ideas to the reporting table like The Daily has. These points aside, it’s just also not very engaging and gripping. A 1-star rating would be unfair because their work to gather and report things by 6am ET should be appreciated, but I ultimately feel like more value can be found elsewhere in the podcasting world.",2
Partisan much?,11/07/2018,Kalista-kay,Many of the contributors are clearly partisan.,2
Please cover something other than Trump,11/08/2018,Nissan Leaf #1,"Other events can be reported on besides President Trump and his immoral acts.
What are our troops doing overseas?
Have any died recently?",1
COFFEE. HOT SHOWER. UP FIRST.,11/09/2018,pesuj,I have my perfect routine to wake up in the morning and it HAS to include this podcast. I will go out of my way to recommend this podcast! The topics chosen range to light hearted pop culture news to breaking the news about a mass shooting that happened overnight while you were sleeping. They only have 15 minutes (or so) per episode to fill you in....so don’t expect them to hit every single tidbit of news that YOU personally would like to know about. They just choose the most important. Try this podcast out!!,5
Appreciative :),11/09/2018,79cmb,"As a listener, I really appreciate your efforts, especially concerning this administration, to report the news apart from personal emotion/bias. Thanks!",5
Thank you for starting my day off right!,11/09/2018,Daawifey,"This is the first thing I listen as I make my morning coffee. I love your equal and balanced approach to global and national news. But mostly, I love the fact that with this latest incident of mass shooting, you did not so much is mention the shooter’s name. Thank you! We are a nation held hostage by a political structure that cannot figure out appropriate gun laws, but at least you have done what you can by removing the notoriety factor. I noticed, and I appreciate it more than I can say. Thank you!",5
The news i need to start my day,11/10/2018,Kolt9,I love NPR. Short & to the point.,5
Long time listener. Now looking for a new morning podcast.,11/12/2018,RPerk123,Long time listener. This podcast has recently become less neutral and overarching and has become more pointed and negative. I will begin to look for a new morning broadcast.,2
Basically Clickbait in Audio,11/12/2018,Peter Hanging,"Two main lines that just slimed their way out of my phone speakers. “Our colleagues have pointed out, as you just did there, that there were a lot of young people there yesterday evening. Do we know anything, specifically; about the victims?”",1
Short and to the point.,11/13/2018,Scottin3d,"I listen to this podcast every morning to get a balanced take on daily news. I try and get new from as many different sources as possible. Although it is NPR, there is an undeniable liberal bias to the reporting.",3
Perfect quick update,11/14/2018,Emily: the podcast queen 👑,"This is not the way to learn everything you need to know about the state of the world, but it’s an excellent quick-takes rubdown to start off your day. Perfect background for getting ready in the morning.",5
My first stop,11/15/2018,OnTelephone,In the morning,5
"Balance, well factual news",11/18/2018,Anthomy B,I think NPR is pretty trusted news source. They normally credit trump of when he is right and this discredit or fact-check him of when he is wrong.,5
Great news roundup,11/20/2018,kp_7,"Love this podcast! It’s the perfect news roundup that’s been a part of my morning routine for about a year. Keep up the quality work, NPR!",5
Its part of my daily routine. You’ll like it.,11/21/2018,El Digit,This is a well organized conversation on the events of the day. Slightly more casual then the hourly NPR news summary. Should appeal to a wide audience. A great add to my daily routine.,5
Increasingly One-Sided,11/23/2018,crlyn8,"I used to love this podcast as a way to get a quick scoop over breakfast before starting my day. It has become increasingly biased and overwhelmingly focused on DC politics over the past few months, ironically while criticizing others for making things political and divisive. I intentionally listen to NPR to try and get a somewhat objective view, but they’re losing me. I’ve been meaning to try out a new morning show for a while, but have just been too lazy to take the time. Today’s was bad enough to finally give me the motivation.",3
Keeps me up to date!,10/18/2018,platinumweekend,Perfect for busy mornings when you want to keep up but don’t have time to read all the news.,5
Daily must,10/21/2018,Tparadigm,1. Start coffee. 2. Cue Up First. If a choice is required skip coffee. Starting the day with knowledge is more important than caffeine.,5
Very Biased,10/23/2018,Crozier,I'm not a republican; but man is this biased agiainst them,3
Thank you,10/29/2018,Elamuel2,Thank you for spending more time on the victims of the Philadelphia temple shooing than the shooter.,5
Quality reporting,10/29/2018,libbyrapple2,Up First is my go to. I really appreciate the analysis on the most important stories of the day and also that it has a global perspective on what’s important.,5
Mornings covered.,10/30/2018,Scooter12211990,I enjoy listening every morning. It’s good to get a general idea of what’s going on in the world and not just outside my front door.,5
My go-to.,10/30/2018,Awaulrus,"I have been tuning in to Up First for almost three years nonstop. This podcast is meant to give the most prominent political headlines each morning. Although it is an excellent podcast for being “in the know”, as a twelve-ish minute podcast, it’s not meant to completely replace keeping fully updated on the news cycle.",5
Every day listener,10/30/2018,ralph 245,Fantastic reporting and calming delivery Makes this podcast my go to every morning.,5
Great content in the perfect amount of time,10/30/2018,goodbooksdc,A great news overview with strong reporting and thoughtful commentary.,5
Good source for quick morning USA news digest,10/30/2018,a_clanc,"I’ve found this podcast to be a good source of the major USA headlines in quick soundbites.

The focus is usually around the USA President, politics and other major stories that impact USA. The podcasters do try to touch upon global issues and news, but I will warn that almost anything related to the nation’s politics takes precedence.",4
Great stuff,10/30/2018,FynniganJ20,And just the right amount. Thanks guys!,5
Too Biased,10/30/2018,EmeraldEyes28,"Have been listening to this podcast for about a year. It is left leaning, as you would expect from an NPR show. However, there are just times when they cross the line from left-leaning to absolutely ridiculous biased opinions reported as news. This morning was one of those mornings and I finally gave up. As they are reporting that our president is headed to Pittsburgh to pay respect to the victims and their families, Steve states that the president is not a consoler that he’s only interested in conflict, and driving divisions that work for his policies. Really? Is this news a fact or your biased opinion? I finally gave up on the show and unsubscribed.",1
Good way to start the day,10/30/2018,Pmanzella,"I’ve been listening to this on the NPR One app, but now that I realize it is available as a podcast, I’ll probably start downloading it to give me more flexibility in when to listen to it. NPR doesn’t have the hype/phony excitement that a lot of other media outlets have. I feel like the listener gets a more in-depth and less politically-slanted view on the news. Give it a try.",5
President Trump,10/31/2018,0ctavia,I would like to not wake up to President Trump everyday. I like this podcast but I don’t care about Trump. He’s terrible I know but give me some thing more important than that fool. Thanks. Improve please.,3
Concise but Thorough,10/31/2018,Meerkitten47,Up First delivers a lot of rich content in a short time. I appreciate that they cover international news items that I probably wouldn’t hear about otherwise. I start every weekday morning with Up First now!,5
Both,10/31/2018,bf podcast listener,I don't know why everyone is comparing this to the daily? I listen to both. They talk about different stuff. The daily is more in-depth and this one gives me a snapshot of current events.,5
What happened?,10/31/2018,Aimee c minard 23467884,Why are you guys advertising for the conservative Wall Street Journal and then interviewing people who say we shouldn’t trust women?? NOT FAIR AND BALANCED NEWS! And not what I signed up for. Unsubscribe.,2
Previously a good show,11/01/2018,Lucky 10382,I am searching for a new podcast because I cannot stand Steve Inskeep.David Green and Rachel Martin are not nearly as openly slanted on politics as Steve Inskeep. I want something a little less openly slanted.,2
"Informative, Perfect Amount of News",11/01/2018,EBG0205,"Love this podcast and the important, quick, outline of news to get my day started off informed and educated on daily need to know news.",5
A great addition to my morning,11/03/2018,Missycsiha,I listen to this in the morning at work in conjunction with other podcasts. I like this one because I know I can get the highlights in a very simple and straightforward way. To compare it to other news podcasts is not fair. I value what I get from the 12 minutes I can take each morning and I move on to other news outlets in order to get a well rounded and informed over view of the day or the week. This podcast fits my schedule,5
Quick snapshot of today’s news,10/02/2018,LBW1023,"Exactly what I need to get my day started, just enough of the day’s news to know what’s happening! Thanks!",5
Fantastic,10/02/2018,CoMb0BrEaKeR,NPR is such a great network. Listen to this every day.,5
Wonderful job!,10/02/2018,Gpod52,"Every day, 5 days a week, listening to this is an absolute must. If not on my iPad then on my Amazon Dot. Great job, clear and concise. Thank you for a terrific job.",5
Great source for quick news,10/03/2018,Amanda1025!,Up First is a great way to get a short 10 minute overview of what’s going on in the world and the hot topics for the day. It helps me feel informed on the biggest stores of the day which allows me to pick which stories I want to learn more about. Highly recommend if you are looking for a short morning news source.,5
Leftist Propaganda paid for by the government,10/05/2018,hpperlm,This is the theft of taxpayer dollars to fund democrats.,1
Well Done!,10/06/2018,pitravelbug,Great overview of the news of the day.,5
Great news digest,10/08/2018,geckopunkstar,Very few news podcasts exist. Here's where you can just hear the news of the day without all the stupid punditry. Keep it up.,5
Best daily summary,10/09/2018,EP DC,Thank you for this quick and complete summary of top news for the day!,5
Perfect,10/09/2018,swong70,"Just the right amount of time, great analysis and a bit of humor. So happy to have found this podcast.",5
