Title,Date,User,Body,Rating 
My Favorite Interview Show!,10/09/2017,lellingw,I started listening to Fresh Air and quickly became attached. Terry Gross seems to be very knowledgeable about many subjects and converse with anyone and about almost any subject. An informed hostess makes an interesting show.,5
Huvyyhyyuyc,07/28/2017,y. gvvvbv,Cctggg okubvtnnnyyyyy y,5
Terry Gross is the best,07/31/2017,Astarrh,"I don't catch every episode of Fresh Air, by any means, but I definietly don't miss an episode featuring a topic or individual that is interesting to me because I know Terry Gross will deliver the goods. Top-Notch interviewer!",5
Terry not gross,08/01/2017,Slimjimmyp,Very good. Like the best of concepts when don't have the time to listen to the many interviews that week,5
Yeah,08/01/2017,dffiey,SYou cr atthzyzhuzuasVtAre you getting registered for school today?plzesfcdrzyEeRaQAAwaAwdtyCgggz,4
Always interesting no matter what,08/02/2017,Kcalks,I am always surprised by what I learn on this show! Terry Gross is the best.,5
Did tdrrrr,08/05/2017,Chiquitachiquito,Du,5
One of the Best Ever!,08/07/2017,MemoriesMummiesMexico,"Terry Gross is, hands down, the best interviewer in radio and in podlandia. She has super topical guests and turns out quality shows week in and week out. When someone famous dies the show will most likely have a past interview to run within a day or two. She's been doing the show for a long, long time and I hope she continues forever!",5
The Best in Interview Format,08/08/2017,West Sunny,Interviewing in its finest form. Terry Gross strikes a balance between inquisitive and probing. Her curiosity appears to create a path of fresh questioning. Excellent!,5
Terry rocks,08/08/2017,Emperor Podpatine,I believe that says it.,5
Podcast on 8/8/17 - What was going on with the first minute?,08/09/2017,Prophittman,Like the pod. What was with the Satan voice during the first minute? I had to check to make sure I wasn't being possessed.,5
Tr,08/11/2017,31007LOOIE,They were going to be the Hey I can't find those pics. But when me and Brian broke up I dropped some 8x10s in pic frames off at his grandma's. Their were some pics of both of y'all,3
Terry Gross is a queen,08/13/2017,@rebeccaraia,Truly the best interviewer of our times.,5
Trey Gross is the best,08/14/2017,Svenkaflicka,Obviously.,5
Fantastic Interviews,08/19/2017,GrandMasterJ125,"Wonderful perspectives on people and timely topics. Always a good, unique, interesting, often funny, sometimes sad, listen.",5
Fresh Air,08/24/2017,IndigoVagrant,"I love the in depth interviews and the knowledge rich stories that are told by the guests in the program. The host is wonderful and insightful, and the show has overall contributed greatly to my knowledge of history, health issues, and influential people.",5
Fresh Air - such a wide variety,08/26/2017,Alligatorgar,I don't have time to listen to all the episodes but the incredible variety of each interview gives me a great opportunity to pick and choose - hear some different views but also find a topic near and dear to my heart,5
Not a fan,08/28/2017,Arun X,Great guests. Poor interviewer. Terry needs more warmth.,1
Terri gross is rude,08/29/2017,Anne-Clifton,Terri. Constantly interrupts her guests and I wish I could reach and slap her. Is the now acceptable behavior for a radio host?,3
I have learned so much,08/30/2017,Ummamirah,I am an educated woman but Terry Grose as heightened my love of learning. I am picking up those books she reviews and those movies that get reviewed. Thank you!,5
I Love Terry!,09/02/2017,pattiocon,"I started listening to Fresh Air back in the nineties when it came on while I was stuck in traffic between Monterey and Salinas on my way home from work. As with many things that I have come to cherish, I couldn't stand her at first. She and the show gradually grew on me and I have been a die hard fan for twenty years. Her guests vary wildly but she is equally probing and perceptive yet polite to everyone. I could go on an on but my device is acting up. Suffice it to say I recommend ""Fresh Air"" without reservation. Enjoy!",5
30 years,06/15/2017,di.Tunes,"Been a listener to this show since the beginning. Still the best audio program, ever! Terry Gross is the standard against which all others should be measured. As an added bonus, the archives are a cultural treasure. If I were limited to just one media feed, this would be it. Required listening for fundamental culture literacy!",5
too many commercials,06/17/2017,doxrus,"Yes, Fresh Air is one of the great interview programs/podcast. But now it really has far too many commercials. I listen to a lot a podcasts, and Fresh Air has about twice as many as any other that I know of.",4
"Amazing, of course",06/27/2017,Katy397,"Terry Gross is amazing, and that's that.",5
Terry Gross forever!,06/28/2017,Boom360$,One of the best hour long daily shows on the NPR One,5
What zz53..4.. are we goingse,07/01/2017,Diaz Juarez,I errxt,5
E to the dr,07/02/2017,Instincts for adaptations,Many hhv,5
Queen of softball questions,07/06/2017,Fluffhead8844,"When was the last time they had someone on who doesn't validate Terri Gross' uber-Liberal worldview? As far as I can tell, never. I say this as a deeply progressive person. Even when she has brilliant and fascinating people on who are more than capable of articulating a nuanced idea or opinion, the questions and conversations are decidedly low-brow. I understand this is a podcast for the masses, but I think we could handle a little bit more... the pop culture reviewers, however, are excellent, not because I agree with their opinions, but rather because of the quality of their wit and the depth and sensitivity of their aesthetic perspectives.",2
Consistent Classic!!,07/09/2017,Robebear,"I so love Terry Gross' interview style and the diversity of issues addressed on Fresh Air. So happy this is in podcast content, because I cannot always catch every show when it airs on NPR. I feel quite enriched after listening to each and every show. Even guests I have no idea about turn out to be an educational or entertaining experience. Thank you Terry Gross and NPR for doing such good work in this crazy era of media reporting.",5
The best interviewer on radio (or tv),07/09/2017,Lefrad,Terry Gross is my homegirl. Fresh Air is the best thing on radio.,5
Fue,07/12/2017,Petter it's cool,Ok a el r,2
None better,07/12/2017,DinoGeneva,"No review needed, this one is essential.",5
This podcast sets the bar,07/13/2017,JMC86!,"I love podcasts, and there is no better show than Fresh Air. Whether the day's topic concerns issues I know much about or nothing at all, I always find myself engaged through the interview.",5
Fresh air fresh ideas,07/13/2017,LVVED,Great podcast offers timely thought provoking subjects that truly engage the listener. Terry Gross is outstanding and gracious in her interviews.,5
Terry Gross is a National Treasure!,07/13/2017,SCviolist,"Terry Gross is brilliant, insightful, tough, and relatable. She picks a broad array of dazzling guests who are the movers and shakers of culture today. Terry is the best of the best, and I'm a religious listener of this excellent podcast. :)",5
Good,07/16/2017,Jkdhfgkjhdfgkjdf,It's as good and interesting as the person who Terry interviews. Terry is always great and well prepared. If the guest is good so is the show.,4
Amazing interviews,07/19/2017,IB Bird,Terry gets amazing interviews. Broad spectrum of voices. Always something interesting.,5
Radio on demand!,07/20/2017,Tacenda,This is one of the most beloved and well known radio shows- also a podcast! Listening to Terry is a weekly ritual.,5
An institution,07/22/2017,Tiffytiger10805,It's Fresh Air with Terry Gross: need I say more?,5
Saw,07/25/2017,Kingshipayth,What's,5
Test,07/28/2017,The only Specialist,Test,5
One of the best,04/29/2017,COttx5,Such a great show and podcast.,5
Devolved,05/02/2017,Jay_Scott,"This was once a great listen, and when they run old interviews it still is. Lately this show has devolved into a pedantic propaganda piece.",1
Best of the best,05/03/2017,Jill's already taken,Consistently excellent,5
Such a talented interviewer,05/05/2017,Sarah wants a date option,"I love this show so much. She is actually interested in the people she us talking to and it shows. I wish this show was taped too because I would love to watch their behavior. You're a star, Terry Gross.",5
Absolutely phenomenal,05/09/2017,betelgeuse29,"I don't typically like interview podcasts because I often find the host asks irrelevant questions or quickly gets off topic. Terry Gross is amazing, sensitive, investigative, and thorough in her interviews with a wide variety of people. It's so good.",5
I,05/12/2017,Sophiadieuanh,"I n
Sign in with your Google Account

Sorry, Google doesn't recognize that email.",5
"Love Fresh Air, Terry Gross and Dave Davies!",05/19/2017,elye999,Learn so much from this show and it's entertaining.,5
Nothing but elitist garbage,05/21/2017,AF navigator,"Nothing here but an elite view disconnected from reality. It is normal to be married, have normal children, work hard and love the opposite sex. If you believe in old school values, individual liberty and responsibilities this show is not for you.",1
Takes the cake!,05/24/2017,MermaidLovesGoat,"So grateful for the podcast of this show, as it is consistently smart, varied & at times fun.",5
Never disappointed,05/26/2017,nopolecat,"One of the best parts of my week is downloading Terry on Fresh Air. Wide ranging interviews revealing where we are, and where we are headed. Always well done, and thought provoking.",5
Fantastic.,05/31/2017,Nicky.Carioca,Terry Gross is a national treasure. Obsessed.,5
Awesome interviews!,06/02/2017,alleya17,"Fascinating interviews day after day. I love the variety of guests, and the stories I would not have heard otherwise",5
Great show and podcast,06/04/2017,plazamom,"There are a few episodes that are of less interest, but the ones I choose to listen to are uniformly interesting and insightful.",4
An institution,06/04/2017,Nurse Keith,"I've been listening to Fresh Air for two decades, and the podcast is one of my go-to audio destinations. Once in a while, the audio levels are uneven between guests and Ms. Gross -- a little attention to audio leveling would be helpful. I will always listen to Terry Gross!",5
"Thank you endlessly, Terry Gross",06/06/2017,Mindy-Minsk,"Since my first iPOD a few decades ago, I've download nearly every Fresh Air podcast because I crave intelligent conversation (no matter the guest). I credit Terry’s smooth silky voice, her calm attentive polite manner and her sharp mental skills. Maurice Sendak rightly granted her his final interview and praised her rightly for her intelligent questions. Our democracy is better off because of people like Terry. In the age of Trump, I find refuge of sanity and reason embodied by her work. Thank you, Terry, for saving us from our baser instincts and appealing to the better angels of ourselves.",5
Privileged White Host,06/10/2017,AmeePodcaster,"As a person of color, I always appreciate diversity in media/entertainment. However, Fresh Air seems to think that only Black Americans are minorities in the USA. What about all the other underrepresented groups in our country?",1
LEVI DURGAN,06/11/2017,levidd123,thanks you are awesome!,5
A Treasure,06/14/2017,Kas822,Terry Gross is simply one of the best there is. She's a Philadelphia legend.,5
Such an enriching podcast!,06/14/2017,katcanipe,"I almost never listen to the radio anymore, and I am definitely never in the car to catch Fresh Air upon its initial broadcast. I'm so thankful to have access anytime I want, and always look forward to the insightful interviews, especially when they're being conducted by the one and only Terry Gross. She's the queen!",4
No one is better!,06/15/2017,brooklynbabe333,Terry Gross is the best there is. I listen all the time and learn so much!,5
One of the best podcasts,03/14/2017,FotoByWes,"Fresh Air has always been a great radio show, but now it's a great podcast, too.",5
One of my favorites,03/17/2017,juls2000,Always informative.,5
"I mean, it's Fresh Air, come on!",03/19/2017,DJ Lance Jer,NPR rules. Save the CPB,5
Award winner!,03/21/2017,KaylaJay29,Terry is a national treasure! I love this show and look forward to every new episode.,5
Iconic show!,03/24/2017,jeffhrsn,The ever wonderful Terry Gross's iconic show available as a podcast - best thing since sliced bread! Thanks NPR!,5
Terry Gross guess the best interview then anyone anywhere,03/24/2017,CarolGroetzinger,Terry Gross stands as the gold standard for excellence in podcasts.,5
Nobody does it better,03/28/2017,Dohertygroup,Terry gross is the best interviewer out there- bar none.,5
Terry Gross is the OG,03/30/2017,Serena Scholar,"I'm not interested in every interview, but Terry Gross is a brilliant interviewer.",5
Prefer listening via radio,04/02/2017,TravisBeckman,"I definitely prefer to listen to this show on the radio, but still want to give credit where it's due. Something about the editing makes the podcasts seem really long.",4
Brilliant!!!,04/04/2017,818lara,"Terry Gross is my new ""who I'd want to have dinner with""!!! She's ""the Oprah"" of podcasts. Terry is by far, one of the most informed, educated, compassionate, smart and engaging of all interviewers, hosts, producers that I've ever heard. I love her voice, her style and choice of subjects. She's always interesting and fully engaged. Well worth a listen to!!",5
Love terry gross!,04/07/2017,Luvbuggie77,"Terry gross is such a great interviewer! She's really what makes this podcast; because, even if I don't know the guest, she knows all the right questions to ask to get the information that is interesting for the listener. And terry is not afraid to ask the questions that matter! She's the bomb!",4
Very biased,04/08/2017,Yehkridbhwje,Hard to listen because commentary is clearly aligned with the left leaning establishment block (i.e. Clintonites),1
"Why the ""Best Of"" episodes?",04/08/2017,Dragon_Ron,"It should go without saying that Fresh Air is one of NPR's Crown Jewels and that everyone should subscribe. That said, I find the ""Best Of"" episodes quite annoying and totally useless, as they clog my feed with reruns of interviews culled from episodes aired just a few days prior. What gives? It would be great to hear Best Of episodes culled from Fresh Air's vast archive of interviews, but I can't find a reason why I'd want to listen to the same interview twice in a week. Hate to be so picky, but it's a blemish on the show's otherwise flawless production. Is there a way to unsubscribe from those episodes alone?",3
What can I say!,04/10/2017,Nickabbey,Terry Gross might be God.,5
"There is no better interviewer anywhere, such a treat",04/10/2017,Kathy088,She's the best,5
I love this podcast but.....,04/10/2017,UXD Doug,"Terry Gross is one of the best interviewers I've ever heard. She can make any guest interesting, even if the topic might seem boring. For that reason, I'm very frustrated that this podcast drops off my podcast feed and I have to renew my subscription every few days. I have no such problems with any other podcast. Is anyone else experiencing this?",4
Very Biased,04/21/2017,Yessssssssssssssir,Unfortunately biased. Wish it had been more neutral so any points they tried to make held more weight.,1
Review,04/26/2017,Christ+7,Best interviewer period!,5
Terry Gross gives the interviews of anyone around.,04/26/2017,justybeardivett,Love the show. Hardly ever disappointed.,5
Love listening to Terry Gross!,04/27/2017,Mag writer,She's so talented at bringing out the most interesting thing about her guests. Love listening ... it's entertaining and often surprising.,5
Terry is my hero,02/02/2017,Miss.frizzle,There's no one that does it like Terry.,5
Classic,02/03/2017,Johnny 5 is alive!!,"Terry gross is the best, nuff said",5
Amazing,02/04/2017,Chuck83729,Best interviews,5
Terry Gross is the best!,02/04/2017,No_Promises_,"Thank you Terry - I love your interview style. I have learned so much listening to your show and I really appreciate your questions and composure. Thank you for always challenging me and for introducing me to so many new people, books, movies, and ideas.",5
My favorite podcast,02/11/2017,Nub bah,I love nearly every episode. If I hear it in the car I often re-listen anyway,5
"Excellent show, sometimes marred by poor editing",02/12/2017,Scce6,"I love Terry Gross and find her to be the greatest interviewer. Guests are excellent and Gross's questions are always engaging. I'm going with 4 stars, however, because the podcast is sometimes poorly edited. Sentences end up cut off and segments are sometimes choppy.",4
Fantastic interviews!,02/12/2017,LauraDAdams,I never miss an episode - Terry Gross is an amazing host with fantastic interviews!,5
Great podcast ever!,02/13/2017,Hadrosaurid,"When I first to subscribe the program from fresh air, I know that I would totally enjoy it! Plz make more program about film stuff like la la land!",5
Terri Gross is the master of interviewing,02/14/2017,danielle4416,She is the master and everyone that works in radio knows it. She has a masterful way of making interviewees feel like they're talking to their best friends.,5
Terry Gross is the best!,02/21/2017,Lyss Brick,"This is my daily dose of intellect and I love it. Let's be honest, Terry Gross is the best. She does great interviews and they always range. I have learned a lot from this podcast and about things I didn't think I would be interested in. Three cheers for NPR!",5
Looking to hear one sided leftist propaganda?,02/22/2017,N. Bailey,Then you've found the podcast for you!,1
Too biased,02/22/2017,RayaHP,"I have enjoyed this program for years. She is a wonderful interviewer. However, for several months it is nothing but Trump. No program on President Obama misfires or Secretary Clinton's, or even George Soros, just Trump, Trump, Trump. Really, she could be called a stalker. Very disappointing.",1
Teri is great!,02/23/2017,Airam619,I look forward to this podcast every day,5
meh,02/26/2017,elpepelucho,the title says it all,1
The Standard Bearer,02/27/2017,StellaMacy,Helps you feel sane in a crazy world. Terry Gross rocks.,5
Fresh Air,02/28/2017,Sunny Wunder,Love the show.,5
Episodes cut-off and guests are pessimistic,03/04/2017,-+ Tragedy +-,"Been listening to Terry Gross for only a year and find her an amazing, in-depth interviewer. However, the recent episodes seem to be cut-off during the interview. The election- and president-related interviews are quite pessimistic which are very discouraging; makes me believe she only invites anti-Trump guests. I've stopped my subscription due to these issues.",2
Love it.,03/09/2017,SauceSoss,Never miss an episode.,5
More liberal than ever,03/09/2017,Kev1580,"Gross is an excellent interviewer, really first rate. However, she is now focusing so much on shows that are negative toward President Trump and his administration as if he can do nothing right in her eyes. True far left liberalism. Her shows now that are about politics and government should be very difficult to hear for at least the next four years.",4
Terry gross is the best interviewer ever,03/12/2017,Avi.khanna,Her interviews are so great that i inspire to be as empathetic as her. Very enjoyable!,5
Terry Gross is my hero,10/24/2016,IdahoMama27,Terry Gross makes celebrities the weirdos next door and bizarre authors understandable and thoughtful. Gross/Glass 2020!,5
The best!,10/26/2016,PDX J,Hands down my favorite podcast! Terry is a superb interviewer & consistently delivers an interesting variety of topics.,5
How to use podcasts,11/02/2016,njbairds,"WNYC podcasts are excellent but how to use each one is different. Where to tap to delete, to read more about a podcast, where to tap to download--each one is different and no directions anywhere. Please help. If you have same problem please put in in the reviews so we might get some help.",1
FRESH AIR?,11/04/2016,Gadget 17392,After years of listening to you in my cabin in Vermont I've come to realize this podcast has become STALE AIR Time for you to move on Terry,1
Fantastic show!!,11/06/2016,Manny616,I'm a big fan of all of NPR's shows. You just can't go wrong with any choice that you make.,5
Blanca,11/12/2016,Avelar27,Yo,4
Superb,11/20/2016,mindcentric,Terry Gross and Dave Davies never disappoint. Lovely series.,5
Trump's Potential Conflict of interest with E Lipton,12/06/2016,Petra46,"Awesome! episode. Very informative Thanks NY Times Eric Lipton, thanks Fresh Air - P.W.",5
Best Interviewer,12/10/2016,Mollysydney,Terry Gross is a class act and top notch interviewer. Say no more.,5
Joel Grey interview!,12/14/2016,Baileybuddy30,"I was just a college kid when I saw you , Joel, in the 60's. You were outrageous and just wonderful. A great interview! I'm glad you've come to grips with who you are!!",5
Highest Quality interviews,12/15/2016,Chronically bored,Great listening - interesting Interviews that everyone will enjoy or find important and useful. Presented in a balanced pleasant format. Great for driving listening.,5
Must have,12/21/2016,SkinnDaddy,Timely and intelligent. Guests are relevant and the interview style is neutral. Good to combat #FakeNews,5
LOVE,01/11/2017,@scruggsreader,"I love this podcast. Terry Gross is my favorite interviewer ever and the others on the show are very good as well....great, thoughtful interviews, interesting topics and guests. I never miss an episode.",5
Brilliant,01/16/2017,AboutProgress,"I LOVE listening to these interviews. I feel informed, entertained, and connected after each one.",5
Love it.,01/28/2017,Meg112184,Very good interviews. Great to listen to.,5
Love the show but...,01/28/2017,JJamesG1,Hate the podcast. Too many episodes put out. Best of etc etc. clogs up my feed.,3
[Swoon],01/29/2017,WuKAZUKI,I <3 Terry Gross.,5
Awesome current events!!,01/29/2017,sbusciglio,Love this podcast! Super informative for what is currently going on in politics and pop culture.,5
Love Teri Gross,01/29/2017,Expense Queen,Teri is one of my two favorite interviewers. She is always fresh and interesting.,3
Timeless,02/01/2017,Suppercatscratch747,Brilliant and often moving interviews.,5
My favorite podcast,08/10/2016,Lizasaur2,"Straight forward interviews, and the interviewer doesn't interrupt! I love the diversity of people she has on the show.",5
Love Terry Gross!!,08/10/2016,Adninti,Terry is amazing. Her questions are on point!,5
Amazing podcast!,08/12/2016,Ashah717,Great insight into the campaign and what it's like to run for President.,5
I love Terry Gross,08/16/2016,Daniel pbs,I can't imagine my life without her. She's THE best interviewer.,5
Full of variety and engaging interviews!,08/21/2016,mrheath,A wide variety of people and perspectives. Always pleased by the programs.,5
Phenomenal,08/23/2016,Mozayik x,Terry Gross is hands-down the best interviewer alive. What a woman. Thanks to the fresh air team for so many years of this priceless treasure.,5
Bias politics,08/24/2016,Fanfairsport,"More left mess media bull crap. Where is the broadcast about Hillary's emails, Clinton foundation, $ 40000000 ransom. There is only negative spin on Trump not democrats. Wake up America don't drink the cool aid. Vote for the change they do not want",1
Best interviewer ever,09/03/2016,LEC dancer,"Terry Gross is the best interviewer on radio or TV today. She listens to her guests, and asks follow up questions right away. She does not just check off questions on her list. She obviously does her homework, as she is very knowledgeable about her guest, has read the guest's book or seen the guest's performances. I will miss her deeply when she retires completely. Even now, I feel cheated when she isn't there.",5
Great interviews for decades,09/03/2016,Alabamian newshound,"Terri Gross has been doing interviews for a long time and is one of the best. I don't always like her topics and don't listen to all of the shows, but I do listen to most and find them very interesting.",5
Separate the extras,09/12/2016,AG 2,"This podcast used to separate the extras (music, tv, movie, etc. reviews) which was GREAT now I have to listen to them whether I want to or not before going to the next episode. I often listen in the car when I can't hit the forward button to skip the stuff I'm not interested in. Other than that I love the diversity of the interviews.",4
Disappointed,09/16/2016,God mc fx,The interviewer is so pretentious that I find it unlistenable. Unfortunate since many of the subjects and people are interesting.,1
A favorite,09/17/2016,ReadingInBedWithCats,Teri can make anyone and anything interesting.,5
Interviews of the highest order,09/25/2016,Pdxer2011,Gross is fantastic as well as her cohort. The mix is great - I skip the Jazz and the hip hop but so well done.,5
Terry Gross is the best,09/27/2016,Rachie590,I love her interview style. It's so interesting.,5
Subscribe now,10/08/2016,Edward Giangrosso,Great show and well produced. NPR does it again! - Edward Giangrosso,5
I'm a big Terry Gross fan,10/09/2016,shocker78,"I don't always love the subject matter, but even with the most mundane topics, Ms. Gross finds a way to keep you engaged. She is an awesome interviewer with a genuine intellectual curiosity that really comes through in her work.k",4
Terry Gross is a hero,10/14/2016,Hstewzxc,Her voice is the definition of NPR in my mind. She inspires engaged conversation.,5
Great variety in topics!,10/15/2016,ileana00,"Overall a good way to introduce different topics. Could be a little livelier, but still a good source of entertainment.",5
💟 Terry Gross,10/17/2016,Dunkelengel,I can't get enough Terry Gross and I'm so glad that I can download her show to my phone and listen all day at work.,5
Terry Gross is a radio legend for a reason,10/22/2016,lagjowe,The best cultural interviews available.,5
Great guests,05/10/2016,Rob Nick Pi,Equal great conversations.,5
"Frequent, Interesting, relevant shows",05/11/2016,BridgidNapier,I don't know how they do it. They produce so many wonderful podcasts. Terry Gross is the best interviewer on the planet.,5
Fresh air,05/17/2016,Zen in samsara,Is great,5
Great show - so many options!,05/29/2016,Lorimae1176,As long as I stay on top of my feed ...,5
Delightful every time. Terry Gross is phenomenal,05/31/2016,Pawla68,Every time I listen to Fresh Air my love for radio is renewed. Thanks to everyone who plays a part in putting each episode together.,5
"Great Show, Podcast In Progress A Bit",06/01/2016,Annannanna,"There are, at times, editing glitches when this terrific show is translated from the radio to podcast form (repeated lines or chopped sentences), but it’s pretty rare that that happens. It’s still VERY much worth listening to. I do wish there weren’t the weekly short roundups and am not keen on the music reviews, but the latter is probably personal preference. Thank you for the terrific interviews, Terry and Dave.",5
My Favorite Podcast,06/04/2016,kkeith,It's my favorite radio show but in podcast form. the breaks are very very short.,5
No complaints,06/07/2016,PhelineCat,I've always loved this show and now I get to listen whenever I want.,5
Good topics,06/08/2016,Bobby0120,Great topics and guests,4
could be better...,06/15/2016,cmsnpaul,"Sorry, but between the short length of interviews, what seem like constant ""commercials"", and the emphasis on entertainment, I just feel like Fresh Air just isn't what it once was. My apologies, I've loved listening to Teri for years, but I just am finding other, more in-depth and interesting podcasts to listen to now.",3
Love,07/04/2016,Kristastic.wellness,Terry Gross is fab and I love how she is as skilled as a listener as she is as an interviewer. There is power in restraint as she so effortlessly executes on this show.,4
"Love Teri, but...",07/07/2016,vsmphd,"...I'm finding myself a little distracted by her ""ValleyGirl"" use of ""like.""",4
Love Terry Gross & Fresh Air,07/10/2016,Dec's Dad,I can't believe that she's been doing it for this long. Her love and commitment is obvious. Fresh Air provides a great balance of interesting and thought provoking discussions on a variety of topics from entertainment to important public policy issues. There have been countless occasions where I've been educated on an important topic or better informed via a new perpsecitve on a given topic. I wish more people who are locked into their beliefs would listen to Fresh Air.,5
learn from the best,07/10/2016,jashenmiller,"Like Vin Scully, Terry Gross is simply the best at what she does.",5
Great radio program,07/23/2016,Dale Clover,Great podcast,5
Deep look at a variety of topics,07/28/2016,Kamarall,"One of the best shows for a deep dive into a wide variety of topics, always with experts and artists. I appreciate this greatly, particularly when compared to other informative podcasts that don't bring on experts and often sound like Wikipedia entries. Love Terri Gross.",5
needs better sound engineering,08/03/2016,Fixitsoonpls,"Terry Gross is SO GOOD and this show has been excellent, BUT the sound quality has been pretty bad on the podcast. The interviews are often not recorded face-to-face ... instead the participants are sometimes in different studios. There is frequently a large difference in volume and sound quality between Terry Gross and her guest ... so if I'm listening at night on a speaker with the volume down low I can barely hear one party while the other one blasts way too loudly.",2
The highest quality interviews,08/04/2016,Oochikee,"I've listened to Fresh Air for years. The podcast means never missing an episode. What a gift to the public conversation. Not just Terry, but Dave Davies and the reviewers. Brain food & soul food. Amen.",5
An essential podcast,08/05/2016,smeyer,If you listen to Terry Gross' Fresh Air each day you will be more well informed and more well rounded.,5
Wonderful,08/07/2016,RadioAddct,Teri Gross is the best,5
One of the great interviewers of our time,03/12/2016,Spunky NPR Fan,Terry Gross is outstanding.,5
Great interviews,03/14/2016,Tofutulip,Some of my favorite interviews have been done by this show. The show about the connection between environmental degradation and slavery is my absolute. A must listen.,5
Incredible,03/14/2016,LEGustafson,So late to the game but so blown away by Terry Gross and the depth of each interview.,5
Meh.,03/16/2016,roughglitter,"I was excited to hear the interview with Sarah Paulson, but after a couple of episodes I had to unsubscribe. Terry Gross drives me absolutely crazy. This is just my view: the way she sounds comes across as very naïve and her questions are asked in a way that makes me frustrated.",2
Very interesting.,03/20/2016,Reesa Z,Terry Gross is a great interviewer who picks many interesting people who I am not familiar with. She asks insightful questions. This is very interesting.,5
"Great show, but a few things could be better",03/24/2016,hatchjt,"Fresh Air is a classic and brilliant show. The Podcast used to be easier to enjoy when the segments were separated. Having it as one show is less convenient. The critics may be the weakest part of the show, and not all interviews are of interest to me, but it still ranks as one of the best things on public radio and online.",4
This podcast will make you smarter!,03/24/2016,stevemoth,"This is by far my favorite podcast! The subjects covered are varied and of interest. And, Terry Gross is not afraid to ask difficult questions. Simply put...you should listen to this!",5
"Boring, biased coverage, FEEL THE BERN!!!!",03/27/2016,LaurieMitchell,"Boring, biased, FEEL THE BERN!!!",1
Terry Gross is peerless,03/29/2016,TexasTbird,"No one I have ever heard gets as an insightful interview than Terry. She finds small comments, almost thrown away be the subject, and takes deep dives to get to the heart of the subject and/or find new, fascinating information to probe out.",5
Great Show,04/08/2016,Abtin Akbari,Great podcast,5
Love this podcast,04/10/2016,RevMcR,Always interesting and informative. Provides lots of conversation starters.,5
My favorite podcast,04/11/2016,LaColl,"I love the blend of current events and culture. I learn about interesting actors, artists and books while being educated.",5
Dumb questions,04/11/2016,Cannot enter a nickname,"You hear sometimes that there is no such thing as a dumb question, but there are some on this show.",4
one of the best,04/13/2016,OT612,terry gross and the Fresh Air team do some of the best interviews I've ever heard. must listen,5
Terry Gross Rocks,04/17/2016,Dtyalor,I don't even bother checking who the guest is. Terry makes everyone interesting. I generally catch the show live rather than listen to the podcast.,5
Engaging interviews and topics,04/17/2016,DMNSparky,"Fresh Air is a must-hear podcast. Terry Gross and her colleagues ask compelling questions of politicos, celebrities, writers, and newsmakers.",4
A classic for a reason,04/23/2016,PonFarrOut,"Not much to say other than that Terry is a radio icon, and I’m more informed, entertained because of her",5
Wow!,04/24/2016,Candy9258,"I learn so much from this podcast. What a gift! Terry Gross is THE BEST INTERVIEWER I have ever heard. She is so insightful. She gets to the heart of the matter in such a skillful manner. This podcast is like being in school, but with a fantastic teacher (which in my experience was pretty rare). Thank you!",5
Good interviews,04/30/2016,Bright green Laurie,Professional show with a good host.,4
Love Fresh Air,05/02/2016,EverFar,One of the most reliably good podcasts out there.,5
Excellent,01/07/2016,iamspeedracer,Wonderful content and unbiased view points make Fresh Air a breath of fresh air!,5
Very enjoyable,01/18/2016,Grumpy's wife,"Love it but when I pause it, the podcast starts all over and I can't forward it. Please fix.",4
Leftist hit piece,01/20/2016,DrChipC,Why am I surprised Fresh Air is doing a hit piece on the Koch brothers?,1
Love it,01/20/2016,El iron sumo,Outstanding and thoughtful long form interviews.,5
Great interviews past and present,01/24/2016,@Pick_David,Discovered this podcast in 2015. The audio volume can be frustratingly low at times. But the interviews Terry Gross and staff come up with every episode is very impressive and enlightening.,5
bad,01/27/2016,BCSLRocks,polluted air i dont like it.,2
Best interviewers around,01/28/2016,Dpc2323,Terry Gross and Dave Davies are as good as it gets.,5
NPR engineers - PLEASE stop screwing with timing,02/02/2016,Irritated Fan 160201,"This is one of the best shows on NPR, which I’d normally rate five stars, but the stupid games being played with podcast chapter timing have made it infuriating to listen to on iOS. PLEASE STOP trying to force listeners to listen to the intro advertising—the actual effect is to make it impossible to fast-forward or rewind (or pause for more than a few minutes) without starting the podcast all over again, including the advertising that every listener tuned out the first time they heard it anyway.",1
Re-activate the 15-second rewind button !!!,02/02/2016,snapper-Z,"Fresh Air has deactivated the fast forward and rewind buttons on Apple's podcast app so that, if u do not hear something properly and try to replay the past 30 seconds -- or, alternatively, rush through a portion that's upsetting, the entire podcast starts over from the beginning. Fresh Air -- which doesn't seem to understand the difference between a radio broadcast and a podcast - is trying to teach us a lesson, like a spanking. This 1-star review is intented in precisely the same way.",1
Ruined by weird time issues,02/04/2016,whidbeyexpedition,"The content is fine. 1 star for technical problems.

How ironic that the iTunes Help article for ""Podcasts app for iOS: Playback controls"" actually features ""Fresh Air"" in examples, when the time metadata on the Fresh Air podcast makes the playback controls impossible to use!",1
