Title,Date,User,Body,Rating 
Greatness in a podcast,04/07/2017,The specialist.,"Excellent podcast they have here. Great reporting, might want to lengthen it though.",4
Very Informative,04/08/2017,Mathilda73,I started listening to this podcast during the last presidential campaign...and got hooked. I feel it's the one place I can get an honest assessment as to what's going on in politics...without the alternative facts. NPR is one of several news sources I access and I find myself better informed and more knowledgeable as to how our political system works.,5
Thanks,04/08/2017,715:8483$1,Thank you I love this show,5
Great recap,04/08/2017,Kathfeesh,Great crew and useful recap of political activity.,5
Couldn't make it through these crazy times without these guys!,04/08/2017,No ban no wall - resist Trump,"Informative, witty, and as nonpartisan as you can be (while still acknowledging that facts are real 😉)",5
Love it!,04/09/2017,mindful wantabe,"I look forward to this podcast every week. Thoughtful, informed discussion of politics, with the NPR political reporters, editors and correspondents. Fantastic. I'm hooked!",5
Can't get enough,03/22/2017,KaylaJay29,Ron Elving is the best. I love when Nina and Mara and other special guests join for the episodes. This is really how I am getting most of my news lately. Keep you the hard work.,5
I'm done with this,03/22/2017,Corky1969,"I just can't take the immature silliness of these kids coupled with an almost total lack of prior political knowledge. Ron and Nina pop in briefly from time to time but the vast majority of the podcast time borders on inane. Why does NPR waste resources on this mess? Anyway, I'm out.",1
Thank you!,03/22/2017,Oregon1459,"This podcast keeps me from hating politics. Please never get rid of ""Can't Let It Go.""",5
Keeps me sane,03/24/2017,Cmt825,I look forward to their episodes every week. Informative and fun group of talented journalists.,5
Favorite podcast,03/24/2017,Bejebwhensnd,Great way to touch up on current events. Love the people on this podcast.,5
Such a great podcast,03/24/2017,Gavin’s Mom,The only thing that could make it better is if they played the trap version of the theme song more!,5
Amazing Non-Partisan Podcast,03/25/2017,<3 her,This podcast is seemingly very non-partisan and easily digestible. Subscribe if you're a political junkie or if you just want to stay updated about all the happenings in Washington.,5
Can't get enough,03/25/2017,Breese8971,"Have made many donations to my member station to support this type of coverage. It's diligent, in-depth yet accessible.",5
CNN lite,03/26/2017,Warren Lanphier,I enjoy all of the NPR podcasts. Today was the first time I listened to the politics podcast. It felt like I was listening to naive college students talk politics not professional journalists. It sounded as if they were excited about the failures of the week rather than irritated at the failures of the week in Washington. A failed Trump presidency or a failed Ryan House is not a win for anyone on either side of the aisle it's a loss for all of us. I want to hear journalists report news and original thought not a repeat of Morning Joe or the like. Also don't let your journalists use the word like as a colloquial adverb.,3
Longtime Listener Love,03/26/2017,niqbailey,"I've been listening to the NPR Politics team for more than a year, since it came though my NPR One feed, and I've been hooked since their coverage of the primaries. When there's so much political news every single week, it's great to have the NPR politics team break it all down and discuss what's most important and what might be flying under the radar.",5
"OK, but Tamara Keith is intolerable",03/26/2017,Siggy Javotnik,"First, there was the episode where Keith said that when Trump was saying stupid things about Frederick Douglas, black people in the room laughed, ""there was a warmth there."" No, Tamara, black people laugh at stupid powerful white men as a defense mechanism. Then she talked about her dog meeting Trump and Gorsuch. She's normalizing Nazis, and the dog comments make her our generation's Eva Braun. Listen to FiveThirtyEight Politics for a decent podcast.",1
YUS,03/26/2017,TiffMightBeHome,I love the charisma between everyone on the show. I love that it is pretty unbiased. I love that everyone on the show brings something different to the table.,5
Great,03/27/2017,Stukish,Truly one of my favorite podcasts. I have it set to automatically download and I never miss an episode.,5
Great overview,03/27/2017,T.L.56,This podcast gives a good overview of the various U.S. political events that are occurring.,5
On my last nerve,03/27/2017,TiffReviews14,"Since the election I have become more and more annoyed with folks on here. I started listening and enjoyed because it felt informative and unbiased, however it is seemingly less and less that way. It's especially apparent if you follow NPR politics on twitter. The account retweets the podcasters ""personal"" biased tweets. That is unacceptable to me. I'm so disappointed. If it continues I will be unsubscribing and leaving a 1 star review. Get it together please. Do your jobs with integrity please and stop retweeting the snark.",2
A practical tool in stressful times...,03/27/2017,HPod3695,"I really love NPR Politics as a great source for recapping major events in this crazy time when politics seems to be a hot issue for everyone. I enjoy the teams balanced reporting of all sides of what's going on. Definitely not ""fake news""!",4
yikes,03/28/2017,Dustinteractive,not enough depth... a little too much biasm.,1
Broken hearted,03/30/2017,frostagirl,Man! I am bummed. I love love NPR. But this political podcast is very one sided. I wish it was more in the middle. I thought I could trust NPR to tell more of the truth. You need to watch your prose.,2
get to know the NPR behind the news,03/31/2017,Andrew Bohrer,"It's still professional, journalistic standards, but it's the smartest people on politics explaining what's going on behind the news. There is no weak link, every reporter has so much to offer to every episode. The best, objective podcast on politics.",5
Analysis not just headlines,03/31/2017,LNE4444,"The podcast goes beyond simply reading headlines and provides in depth analysis so listeners can put the news in context and understand the ""so what?"" of current politics. It's the best podcast out there and each week I can't wait to hear the new episodes.",5
My favorite podcast,03/10/2017,Cbrydle,Title says it all.,5
Keeps Me Plugged into Politics,03/10/2017,iPad4TeMo,This podcast keeps me so connected with the important things in the political arena but does so in layman terms and all while being unbiased. I'm always looking forward to a new episode.,5
Great work!,03/11/2017,Jeffsimp234,This podcast helps feed my addiction of political coverage. They are very good at exposing arguments on both sides and helping you understand both the legal and political motivations behind them,5
Good show,03/12/2017,Lorima,I like it.,5
Great insight and personalities,03/13/2017,dsamuelson86,"It has been a joy to listen to this podcast since it began back during the early days of the presidential campaign. I have loved getting to know the hosts and contributors and have always found the commentary to be insightful and balanced. This truly is my favorite podcast I listen to, and I look forward to it every week. I feel like I am listening to a group of my (very well informed) friends discuss current events when I tune in. Obviously we all miss Sam now that he has ""moved on,"" but I would love to send a ""Hey y'all"" from NC where we really do say that.",5
Love it!,03/14/2017,Jaci Trz,My favorite podcast! Both funny and informative! Love the hosts!,5
Finally. Now you're speaking to me,03/15/2017,Sundidi,I appreciated how informative and easy this is to listen to. They are very good at identifying the difference between what has been confirmed and what's a bunch of speculation. We could use more of that.,5
I miss Sam and Asma,03/17/2017,Gojetzoff,"I always listen to whatever new feed comes in from the NPR politics team, but the show has felt a little deflated since Sam and Asma left. No offense, all! Have really enjoyed the show since I began about a year ago. Always the first podcast I listen to when it updates.",4
LOOK AT YOUR RECENT REVIEWS!!,03/17/2017,Niccko01,"It's painfully obvious which side you lean towards.

Your funding have been put in the crosshairs. You can no longer be objective in your reporting.",1
Balanced and always engaging,03/17/2017,Alktrio13,"Top quality, generally bi-weekly, podcast. Healthy analysis of the events of the week. Largely devoid of heavily partisan commentary. Always a fun and informative listen!",5
Mara needs to go...,03/17/2017,Michelle A. L.,"She’s negative, clearly biased & tilts extremely right. Her Fox affiliation alone is reason enough for me to discontinue listening to the podcast. I’ll stick with The Daily, Pod Save America & Pod Save The World.",2
You all make my life easier.,03/17/2017,Gagaaboutgaga,"I cannot express enough how much time and anxiety this podcast saves me. I'm a doctoral student who after classes, teaching, grading, writing can total out the week with 60-70 hours, easily.",5
I don't miss a week,03/18/2017,amlt,Great way to catch up and make sense of the political scene when watching TV is just making me crazy!,5
Neutral and fact based,03/18/2017,Jeep el guapo,"They deliver a lively, interesting, neutral and fact based podcast. Sometimes too neutral for my taste but in then end it's good that they are. I have been listening for the last seven months and never miss an episode.",5
Yes,03/18/2017,Crooked Listener 123,So good,5
Politics 101,03/20/2017,2015xt,"Bare essentials for politics 101, no jargon, perfect for the newbie to news.",5
Outstanding,03/21/2017,@BcIrLyLmes,Outstanding podcast.,5
My weekly salvation,03/21/2017,Craigky,"Truly enjoyed the weekly wrap with great summary, and Ron's calm voice!",5
This podcast keeps me sane!,03/21/2017,Sara DC,"I discovered the podcast in the fall at the height of the election excitement, and I continue to look forward to each episode appearing in my feed. The calm, rational, informative, intelligent presentation by the entire podcast team has enabled me to stay very well informed about all that it going on in politics without getting too activated or upset. I feel like a responsible citizen, because I'm partaking of fair, balanced, accurate media. And the rapport among the team members is entertaining and comforting. Thank you, thank you, thank you!",5
I just can't like it,03/21/2017,Та Девотчка,"I listened to this podcast for a few months, but couldn't get over the clear bias and the giddy, self-indulgent banter between the hosts.",2
Multiple Voices,03/05/2017,geedebee,"I'm not familiar with the IAP comparisons, but I enjoy that this show has more than one or two voices involved with most segments. It is nice to bring in several angles at once.",5
Curation Needed,03/05/2017,palmegr,"Long time NPR listener, recent podcast subscriber. I’ve listened to 15 episodes, and while I like the candid banter my overall enjoyment is hampered by the lack of curation. The time I have for my beloved podcasts is precious and limited. I’d love if they’d spend some more time in the planning and editing to shorted and sharpen their commentary.",4
CLIGs FTW,03/05/2017,mparkinson,Look forward to the weekly roundups each week!! Missing Sam Sanders though 😥,5
My perfect dose of politics!,03/06/2017,Gsnsn@89,"Am a huge fan!!!Great job, guys...!",5
Enjoyable,03/06/2017,TayKens,I really enjoy this podcast but I miss Sam Sanders. I wish it was a daily podcast. It is my favorite audio news source for politics.,4
Nice Political Banter,03/06/2017,FAT Traveler,"I really like the changing line-up of participants. The combination of ""hipsters"" and veteran contributors makes for interesting dialog every episode.",5
So informative,03/07/2017,Beckafish93,I started listening during the 2016 election and haven't stopped since!! Super informative and easy to listen too. Would recommend to anyone who wants to keep up with politics! Two thumbs up!!,5
Devoted listener,03/08/2017,Swishkat,"I don't have to tell you how great this podcast is, right? I wait breathlessly for each new episode. My only complaint is that, while I agree completely with the correspondents' left-leaning politics, I do wish they would make more of a good-faith effort to explore opposing viewpoints. It's really important to know both WHAT and HOW conservatives are thinking right now.",4
Every citizen needs this in their life,03/08/2017,btzeee,The most perfect way to stay in touch with the policial environment we're in while still not feeling overwhelmed with it all. The team is made up of such amar and open minded people that really helps you form your own educated opinions on issues that matter.,5
This is a fun podcast,03/08/2017,Teethbrush,Not a deep political discussion but such a fun listen. Love the crew and I don't miss an episode. A lot of the negative reviews are looking for a different type of show. This is young political reporters being themselves and having fun. 1A is a good listen if you want in depth political debates.,5
A must subscribe!,03/08/2017,Krazeydad,I have been listening to this podcast for well over a year and look forward to it each and every week. It's a must subscribe to anyone who likes to keep up with major political items that doesn't have time to watch the news. Keep up the great work!,5
Fantastic!,03/08/2017,BlackBatOnTheInside,"The hosts have great personalities and varying perspectives and experiences. They keep the conversation light and fun even while imparting valuable knowledge. They're quite vigilant about sticking to the truth and remaining balanced, too, which is so rare and well appreciated. All around wonderful! Keep it up!",5
Too much liberal whining,03/08/2017,ReneeWebb12,"Now that Trump won, much to the cast's dismay and confusion, this podcast is turning into liberal handwringing. This is not a balanced podcast. It's not informative. They just spent several minutes blathering about queso cheese.",2
Love it.,03/09/2017,SauceSoss,Listen to every episode.,5
Fact-based,03/09/2017,Myprettym,"So far the most non-partisan, fact-driven, political podcast I can find.",5
A pleasant and fun way to get news,03/09/2017,Luckynluc,I recommend it!,5
Professional and trustworthy,03/09/2017,curlytop11,Love this pod! Such great talents sharing their insights and reliable information.,5
Favorite Podcast,03/09/2017,NotKate8,I look forward to every episode!,5
Hey y'all,03/10/2017,banana slug1,"Smart, funny, objective, and informative.",5
Formerly great. Losing its impartiality.,03/10/2017,Jfcbsvbjjffbk,"During the election their generally impartial reporting was refreshing and superb. Since Mara Elias has joined, however, her unprofessional naked bias has damaged the balance of impartial reporting that initially drew me in. Though I happen to share some (only some) of her opinions I tune in to this show to hear the political news interpreted by professionals who do not color the news with their opinions. This used to be a five star show. Perhaps the best NPR had to offer. I hope she can become more professionally or that she finds another job.",3
Extremely fair and unbiased,02/23/2017,Time Memorial,"Extremely professional and honest reporting. Great guests and informative discussion. Unlike the new popular The Daily podcast from NYT, this show gives straight news and analysis without leading narratives.",5
Biased and Boring,02/23/2017,KaladinStormblessed,"I love other NPR podcasts and radio, but these broadcasters are the ultimate annoyance: pretend to be bipartisan while they are blatantly biased. Don't insult our intelligence. We hear your obvious bias leaking through when you fudge the facts to fit your liberal narrative. Unprofessional, not to mention dry and boring. STICK TO THE FACTS, WE DON'T CARE ABOUT FEELINGS.",1
Fav show!,02/25/2017,Maisiek,Love this show!!,5
As Real as it Gets,02/25/2017,qwak,"If you get your news from Fox- those creepy predators and drug addicts like O'Reilly and Limbaugh- you MUST listen here.
If you just want intelligent commentary in an interesting and spirited chat, listen here.",5
Best podcast ever,02/26/2017,LouieNY72,Fantastic podcast.,5
Can't live without,02/26/2017,abeyham81,I will already move this to the number one spot on my listening queue. The NPR politics team helps me understand so much of what happens in government and politics and what it all means. Plus they bring my ears beautiful joy as Vocalness.,5
Love it,02/28/2017,Medhdgh,I love NPR politics. It's my favorite podcast. I wish you aired daily.,5
Horrible,02/28/2017,Sam636726,Biased toward the left and not really about politics.,1
Quick way to stay informed,03/01/2017,eStacey954,I've been listening to this since before the election religiously and I really enjoy it!,5
"A great, level headed look on what's going on in the world",03/01/2017,Steph from New York,"This podcast is a great, level-headed look on what's going on in politics. Even when everyone is freaking out they come in with facts that let me know it's going to be ok while keeping me informed.",5
Thanks guys...,03/01/2017,BRICKSUP,"A measured review of the apocalypse...you are all necessary.

Love y'all",5
Stop Normalizing,03/01/2017,Chocolate Bunny Twins,"I used to really enjoy this podcast. Really interesting and insightful, and I enjoyed the banter between the hosts. I miss Sam Sanders, but I'm glad to hear Ron Elving.",2
Would be better if less partisan,03/01/2017,Yehkridbhwje,As a moderate/independent it's hard to listen to a podcast that continually hammers anything that doesn't align to a far-left ideology. Loosen the partisanship and podcast will improve,1
Better than all that fake news out there,03/02/2017,Bracy Knight,"I turn to NPR politics for a deep, and still heaps of fun, digest of what has been happening in politics. More than 60 seconds on a topic, the reporters do a wonderful job of putting the news into context.",5
What happened?,03/03/2017,henion,"Been listening to the NPR politics for months, fair assestment of happenings. March 2 was a unexpected turn to junevile analysis.",1
Just Delightful,03/04/2017,BrianJDoyle,"Insightful, fun, and relatable.

The team is always putting current events into context, which is super important when looking at the long arch of political history.",5
"Fun, informative",03/04/2017,rhymeswithsnake,"It's a fun, informal take on politics. They talk through the issues in a fun, informal and engaging way with lots of expert guests. It's not CSPAN but it is a good jumping off point for learning more about politics.",5
Illegal immigration,03/04/2017,M. Magice,"Podcast is extremely dishonest!

Being in another country without legal authority is a crime all over the world! The punishment is always deportation!",1
My go-to politics source,03/04/2017,z109620,"For better or worse, I get most of my news from podcasts. And the NPR politics is one of my favorite sources! Informative, thought provoking and entertaining. The views are a bit left of center, however, I feel the reporting is for the most part fair and balanced. Thought to get the conservative point of things, you might want to check out a WSJ podcast. Also, Fivethirtyeight is a good source for a more liberal point of view.",5
Preachy,03/04/2017,the_donald_maga,Condescending show.,1
Best podcast for politics,02/15/2017,Bostonite 678,"Exceptional, balanced, honest political discussion. Couldn't recommend more highly.",5
Used to love it. Now too much.,02/16/2017,PercussionLife,Can't take it anymore. Used to love it. This was my favorite pod cast. Now I delete it nearly every time without listening. I was glad when one of the old hosts left. So sick of his Beyoncé crud and crying on tape. But now it's just biased anti trump stuff. :-(,1
Love the diverse panel!,02/16/2017,Collegestuxent,I'll definitely miss Sam Sanders,5
Improved,02/16/2017,snarematt,"Recent changes have improved the quality of the show considerably. Previous criticism of the show was spot on- ""sophomoric"". The new host dynamic is much more professional, but still fun.",5
Great podcast,02/16/2017,Saddielad,This is one of my favorite podcasts! They get the information out soon after events. During the 2016 election I listened everyday and now I am always just waiting for the next release.,5
"Amazing, fair, honest, accurate",02/17/2017,ZaZu93,This is the best and most informative podcast I've heard about what's going on in 2016! I'd say it's a must listen to,5
Eh what you would expect from National Propaganda Radio,02/17/2017,Cingularfanboy,"A bunch of lefties complaining about non issues, spending lots of time on things that don't matter like the attitude in a tweet. I'll pass",2
Great!,02/17/2017,smodonnell8,Great way to understand the news!,5
Hey Y'all,02/17/2017,Orange Patty,The best overview. Just wish there were daily episodes.,5
NPR or CNN?,02/17/2017,themidwestprofessor,Light on facts painting a biased picture of the truth.,1
Typical,02/17/2017,wkpierce,"I've been trying to stomach this show since before the election, but I'm just reminded, every episode that it is the same as the rest of the coverage that politics is getting across the media spectrum. If you like that stuff, if you like the pop-culture of politics styled news media, this will be right up your alley. I think that this podcast successfully hits the highlights with snarky sarcasm, but to think that the npr politics podcast could be unbiased or more inclusive of other narratives than the typical left wing opinion is simply too much to ask I guess. I wish this were not the case. I love listening to npr in general, and their news coverage in the past has seemed to be more even keeled. This is not that. Enjoy it if you want. But I do not.",2
Thoroughly addictive,02/18/2017,Eharden5590,Would not have made it through 2016 without this podcast. Only thing getting me through 2017!,5
Review,02/18/2017,tommy12111123,The best podcast!!!!!,5
The best,02/18/2017,Jamesandthetinypeach,Love it,5
One of my favorites,02/18/2017,OxBo Records,Hey y'all! Keep up the great work. I am always thrilled to see a new episode in my feed.,5
My favorite Pod Cast,02/18/2017,lolabrigida,"I love this show, it is very informative and I always learn so much about the technical aspects of politics. It's funny and clever as well.",5
Da best!,02/19/2017,Matt_C29,Simply,5
"Love, love, love",02/19/2017,TNMiracle,"I look forward to this podcast every week! It's my go-to!
It's witty and wise. Serious and fun. A discussion and a conversation. The hosts bring such diverse perspectives, and they bring in guests to further expand the array of perspectives. They're honest and they check each other. It's just so well done!",5
Awesome,02/21/2017,Sevinho,Great show. Good info always,5
Successful at normalizing,02/22/2017,Kiwij3,Managed to convince me that trump's first year is just like bill clinton's first year in office. Also your description of Steve Miller made me start to think he's actually a good guy.,1
LOVE,02/09/2017,DK from TN,fabulous,5
Emmahhhhhhbaldwin,02/09/2017,Emmahhhhhbaldwin,A wonderful podcast! 100% helpful and always interesting.,5
❤️y'all,02/10/2017,Grace gene,Dis my life,5
Clearing the air of alternative facts,02/10/2017,Edsummers127,"Very enjoyable podcast, I can always trust NPR to serve up a heaping bowl of facts minus the propaganda. Keep up the great work.",5
Truly informative,02/10/2017,Szilard,"These guys and gals are amazing. I listen to every episode. They apply intelligent analysis to pressing events, and deliver it in an informative way. They have plenty of fun too!",5
Love it!,02/11/2017,Abhishek Bhor,"Recently started listening, love it!",5
Neutral???,02/11/2017,Jo-Dee,I thought NPR was supposed to be politically neutral? Very disappointed!!,1
Biased,02/12/2017,J.Franco48,One sided. Great if you're looking for opinion from a single perspective.,1
Because all stories matter,02/12/2017,triciamarie40,This podcast cuts through the noise and explains the facts with charts and some feels. Thank you!!!,5
Excellent podcast to understand our crazy political climate!,02/12/2017,FanInSpokane,The NPR Politics folks do an excellent job of (generally) unbiased review of our current state of affairs. Essential listening to educate ourselves!,5
Great cast,02/13/2017,aliea85,I love the panel discussions and the rotating cast of characters. Appointment listening. Keep it up,5
The podcast we need!,02/13/2017,DividedSky1017,This is must listen. Thanks for keeping us all informed and asking the important questions.,5
Becoming another liberal organization,02/13/2017,BDD7824,Used to be middle of the road now full blown liberal propaganda,1
"Great podcast, terrible theme music",02/13/2017,Jkvfssxjkitc,Thanks for the quality content and discussions. But please for the love of god change your theme music. I get a visceral reaction when I know it's about to play because it's so loud and cliche and jarring and just terrible. Thanks!,5
My political news source,02/14/2017,kristinud,"What a great podcast!! I have found it difficult to find good sources to get my political news, and this podcast has been perfect. I really enjoy how it does not appear to be for the right or the left, and being non-biased is incredibly hard to find now-a-days. Thank you for providing my political news, I will definitely be recommending to everyone.",5
"Informal, accessible, digestible, and informative news podcast",02/14/2017,iphone AppStore reviewer,"This is my favorite politics podcast. It easily describes recent developments in the news without imposing too many of their opinions. They take the time to explain what has happened, what it means, and why it may be important.",5
Absolutely critical!,02/14/2017,shantyballa,"In this age of click bait on the web and sensationalism on the TV and Radio, the NPR Politics Podcast is so vital. It lays out all the facts on current issues in our politics, not just the ones that will please their audience the most. They don't make out every story to be cataclysmic in hopes that listeners will keep tuning in, but if a big story breaks they typically put out an extra episode.",5
Keep it up!,02/14/2017,Chris5$82?5,"Thank you for your tireless efforts. The tone of this show is so wonderfully whimsical, and it amazes me how you guys do it. Informative and incisive, this show is a breath of fresh air.",5
Excellent,02/15/2017,Mconnolly09,Excellent,5
I need this podcast.,02/15/2017,Meredithww,"Living abroad, I rely on this podcast for some of my news. I trust it. I trust the hosts. I appreciate the commentary. 5 stars!",5
News for all views,02/04/2017,Winner1234567,"NPR Politics podcast will give you a clear, fact based POV in the constant flurry of political news. The team's wealth of knowledge and commitment to presenting facts in an unbiased manner is something to applaud, and with this review, hopefully promote.",5
Thank you!,02/04/2017,No_Promises_,I always listen to this show as soon as it is available in my stream - this team and the daily podcasts during the election definitely helped me to figure out how to understand and sift through the news deluge. Thank you!,5
Typical,02/04/2017,Jordon1234789,All these new podcasts have popped up to compensate for the garbage news on this platform and spew their own biased rhetoric,1
Love it,02/04/2017,LSR86,Great podcast - informative and entertaining! Can't wait to see the live show.,5
Much needed!,02/04/2017,mer0509,Great group!,5
Unbiased perfectly delivered news,02/05/2017,Jennetta,"I wish I could listen every day! Not frilly or over the top, gives me (as an american living in Europe) exactly the news I need to stay informed about America.",5
Fun and informative,02/05/2017,joesitunes98,"This is my favorite political news/commentary podcast. The participants seem to really like each other, and be having such a good time together, that it always cheers me up. It's like listening in at a party to a group of really nice, well-informed people, talking about a topic they love. I always look forward to it.",5
Liberal???,02/05/2017,Maddening,"I sometimes Enjoy the podcast but as a conservative, I mostly listen to hear the ""other side's"" take into the news or lack of coverage there of. Hosts seem really young and snarky. As an older guy, I have lived through most of the stuff they read and comment about this election cycle. Wish we had a conservative pod cast on NPR. Still listening and almost complete every podcast. However lately I have been stoping early and waiting for the next one. But the young hosts really don't get the conservative mind set. They seem to think we are all uneducated boobs. Well with two advanced degrees I am conservative, well above middle class, and not a mouth breather. Still listening but not sure for how much longer. Disappointed:(",1
The best politics podcast,02/06/2017,Reviewer 3589118918,The reporters are so nice and fun to get to know. You get the facts you need to know and a few giggles too!,5
Fact Driven and Funny,02/06/2017,Umpj1088,"Sometimes the political landscape can be extremely confusing, wonky, and down right boring. This eclectic group of NPR journalists do an outstanding job of breaking down the issues and getting past the headlines. I look forward to every episode and cannot find a more fair and balanced political podcast out there.",5
Ehh it's okay I guess,02/07/2017,Badger566372,I was told this was an insightful podcast that would shed light on the issues of today. Instead it's a few people attempting to curtail the ramblings of a seemingly elderly and befuddled man who appears hellbent on swinging his viewpoint to the right in order to keep the podcast in the center. It just makes Ron seem foolish. You're better off listening to 538 Politics for statistical analysis or Pod Save America for genuine discussion of this madness that we have descended into.,2
One of the best!,02/07/2017,JJ Richardson,"I'm a podcast junkie! This is one of my favorites to help me understand current events. This has helped me process, digest, and formulate my opinions in this political climate. Keep up the great work!",5
Love this podcast,02/07/2017,Smcase00,Great discussion. Kept me sane during the election.,5
Politics lite,02/07/2017,Totenfetch,A dear friend who has many years of experience in government service suggested I try this podcast. They said it was one of their go-to sources for analysis. Despite the demise of the previous NPR podcast I thought it was worth a shot. And it is. Mostly.,3
Subscriber for life,02/08/2017,Julia_seashelleyes,"Love you guys, never leave us",5
10 Stars!,02/08/2017,KateJointz,"Best political podcast available. The hosts and guests are extremely well-informed, insightful and humble. No punditry here. Just crisp refreshing reporting.",5
My favorite podcast!,02/08/2017,kels_van,"It's interesting that there are so many poor reviews of the podcast, none of those comments ever occurred to me! I love the podcast and think that it's informative and entertaining. It keeps me up to date and is just enough information and analysis. Maybe it's not for the hard core politicos out there, but for the rest of us I think it's perfect!",5
WRONG!,02/08/2017,Mikeemahboi,Because you'd be in jail,1
Helps make sense of this political climate,02/09/2017,Unfufuu,"I find the humor in format refreshing, especially in this tense political climate. The hosts filter what we should be listening to, gives analysis like your smart but funny friend, and generally makes a chaotic world more approachable. There are certainly more analytical political podcasts out there, but if you like but lighthearted and serious, download the NPR One app and you can get both the NPR Politics podcast and standard NPR news.",5
Moderate and fact-based political show,02/09/2017,Angeladjx,My source of political news and knowledge,5
very useful for an outsider,02/02/2017,Imptree,"Easy to listen to and informative, stimulates me to look up more detail when I want it",4
Sanity Twice a Week,02/02/2017,ConnieT,!,5
Do I like this podcast?,02/02/2017,R.J..T,Sure thing.,5
"Hooked at the debates, still listen to this day",02/02/2017,Kanardous,"This is the first politcal podcast I've ever listened to, mainly to catch up on the debates I missed this past election. I enjoyed the host and format so much, I still listen. It's a great so for those that want to get caught up on event but not caught up in events.",5
Love This Podcast,02/02/2017,TysonDTLA,Very charismatic hosts delivering the news in what seems to me to be in a straight forward unbiased manner. It's so hard to find that these days.,5
My favorite podcast of all time,02/02/2017,Queen social,"This podcast saved me this past year. Great work, great voices. It is my #1.",5
Excellent,02/03/2017,Awesomekiwidude,In-depth yet concise up-to-date news coverage to keep you sane throughout these hectic times,5
Great politics podcast,02/03/2017,Moonlady781,"Fantastic updates on the most recent happenings in the political world, especially in this overwhelming political cycle!",5
Informative,02/03/2017,Runiac5,Ben listening since they started; great info,5
Great coverage,02/03/2017,tpicther15,Perfect!,5
This is not normal,02/03/2017,Jamil.H.,"I listened to the pre election coverage and felt informed. Since then, the correspondents' forced normalization of the current administration's actions force me to find another news source. Betsy DeVos did not have 'an uneven performance in her confirmation hearing', she demonstrated no comprehension of education policy.",1
I love this podcast,02/03/2017,Jcm132,"It's honestly so entertaining, you'll get the most relevant facts along with a laugh or two.",5
"Informative, fact based, unbiased and still light.",02/03/2017,Pedcal85,"It's a great way to stay up to date, or get a better understanding at some of the news stories that might first sail just over your head. And most importantly, it's not overly dry and boring. It's actually a lot of fun and there is some good friendly banter.",5
Not too sharp,02/03/2017,Talola,The hosts have trouble distinguishing between what's trivial & what's critical in current political situation. Get enough of that on TV news. There are much better political podcasts out there now.,2
Coffee clutch gone off the rails.,02/03/2017,Duenner,How out of touch with real America can we get. The Californians,1
Tepid,02/03/2017,AnneDeC,"Meandering & repetitious conversation, spotlight-grabbing host, comments left dangling & topics not thoroughly discussed, too many ""ums"": this podcast pales in comparison to the WashPo ""Can He Do That?"" Or NHPR Civics 101. I expected better from NPR--will give it a few more listens to see if it improves. Maybe I caught two tepid episodes.",3
"Good, informative, objective",02/04/2017,MEG411,"This podcast helped me get through the election season. It's informative, covers the important issues, and has some of the more unbiased coverage out there. Highly recommended, particularly for those who don't have a lot of time to focus on US news.",5
Balanced commentary with a good dose of snark,02/04/2017,Sg153,"I found the politically commentary in here very balanced, bi-partisan and fair. They add in a healthy dose of snark when it's warranted but otherwise maintain a very neutral point of view to give you the facts and inside scoop. This is an easy listen, not boring at all like other political podcasts. Love all the hosts and look forward to listening to them twice a week!",5
Straight news,02/04/2017,Anna Mahalak,Love it!,5
Solid show but not as good as IAP,02/04/2017,TeckNYC,Solid show will listen again but not as sharp as IAP,4
Love It,01/31/2017,Kal.B,"This is a daily must for me. I'm constantly checking for the lasted episodes. The hosts are informed, qualified and engaging. The coverage is relevant and situated in the larger context. I'm never disappointed.",5
Love it,01/31/2017,nice try tho,"Great to listen to for a quick catch up in these """"""interesting"""""""" political times",5
Great podcast,01/31/2017,Getyamindright,I'm new to listening to NPR through this type of media. I really enjoyed it and it's views on what's going on in America and the rest of the world. I highly recommend this podcast to anyone that wants to stay informed. #resistance,5
Beacon of light,01/31/2017,Scn83,NPR politics podcast is a beacon of clarity and insight. Get informed. Get active,5
NPR Politics is one of the best,01/31/2017,kgrass91,"This podcast kept me sane throughout the election, and continues to keep me sane during the new administration. The journalists are amazingly experienced and insightful, and I will continue to support this podcast by donating to my local NPR station.",5
Great Podcast,01/31/2017,Agentsoda,They do a great job summing up the news with a very even handed view,5
The best!,01/31/2017,teensyalmond,"The NPR crew is smart and sweet. Their conversations are consistently focused, informative and fun. Definitely the most comprehensive and reliable political podcast of the dozen+ I've listened to.",5
Excellent podcast,01/31/2017,Thea4178,Always informative and timely. Love this podcast.,5
Get Informed,01/31/2017,Scarlethoth,NPR delivers the FACTS without spin. If you are an American you should be listening to NPR and NPR Politics.,5
Great podcast.,01/31/2017,Therover123,Very informative and entertaining.,5
Love it,01/31/2017,Hannahkkk2210,Thanks so much NPR for all you do!,5
Great análisis and very entertaining,02/01/2017,Superman234,"Great podcast. I love the analysis and the objectivity that they maintain even as the political world crumbles around them. Best phrase was after the Trump audio was release: ""let's take a moment of silence for the death of democracy"".",5
Explains everything!,02/01/2017,Kananana1,"I listen to the NPR politics podcast nearly every week. It has been my best friend throughout the election cycle because it explains everything I need to know, without telling me how to think.",5
