Title,Date,User,Body,Rating
"Tasteless and Facile Pop Culture Coverage, Fair-ish Political Coverage",10/08/2018,kakarooku,Joshua Johnson and/or his team have no taste in art. It would be nice if they would dig even just a little below the obvious and most mass-market subjects when deciding what to report on. Their coverage is really bog-standard.,1
Part of my daily routine.,10/10/2018,KK_Slooper,"Another well-researched, well-produced, and always entertaining (and educational) podcast from NPR! On my top-ten list.",5
Still a Big Fan,10/19/2018,Listens Long,"I was a longtime listener of The Diane Rhem show, and worried that nobody could fill her shoes. Joshua, however has maintained the standard set by Diane of hosting an intelligent, relevant, fairly moderated discussion of current events. I still tune in every week! I especially love the Friday News Roundup with top notch reporters from Washington and around the world.",5
Favorite NPR Program,10/23/2018,Amrs049,Joshua Johnson is an amazing host. He is incredible at managing various perspectives with grace and dignity. I love learning from this podcast. 1A is absolutely my favorite NPR program.,5
Great show !,11/05/2018,Julanne the Anglophile,I like the current news analysis and the different viewpoints.,4
Interesting topics..,11/05/2018,celix22,"I feel like I have learned a great deal from this podcast, The topics are very interesting and informative. I like the way the hosts present the information.",5
No Full Show,11/07/2018,Mommyg22,"The lack of the full content of the 2 hour show is frustrating. I find Joshua more Partisan than Diane, but still like to get his show’s view. I just wish we got the whole view.",1
Please post the whole show,11/07/2018,Fan 2012,What is the reasoning for not posting the entire show?,1
Love,11/13/2018,LouluMassey,"Enjoy the host and his point of view, guest choice, humor and topic choice",5
Great Energy,12/08/2018,Rod Brown 4,I love J. Johnson's strong energy. Great pace for podcast.,5
The Facts Are Here,07/07/2018,Focus on this,Only people who don’t like the truth would call this show “Fake News”! Keep rolling out the facts like you do and ignore any ignorant ratings. Great shows!!!!,5
Love this podcast,07/11/2018,CLDCMAX,Love this podcast! Joshua Johnson is insightful and probing. I learn so much from listening every day!,5
"Every show is high in quality, depth & diversity",07/14/2018,DelBttrfly,"I am so thankful for 1A. It is both fun to listen to and incredibly educational. Every show is high in quality, depth & diversity, with its diversity being as to both guests and topics. Joshua Johnson’s 1A gives the WHOLE picture and all sides of the topic. I love the absence of drama and level emotions, while also am thankful for its comic relief that rises up organically at times. I’ll never win a bet on what topic will be covered next on non-Friday shows, but will every time on that it will be fascinating and accurate. And the Friday News Roundup is my saving grace for those weeks when I just can’t handle the stress of keeping up with the news, and/or for those months when work is so intense I simply don’t have the time. Joshua Johnson is an incredible and talented host who tries to downplay his brilliance but I am not fooled. ;) Along that line, congratulations on becoming a frequent and welcomed guest on Meet the Press! (I hope to see you even more on Sundays!) Not only does he thoroughly understand the topics and asks the questions that pull a deeper response, he is so skilled on gracefully maintaining order when discussions get heated and at keeping the pace going. (A good role model—I hope to gain from that too!) Thank you and keep up the great work!",5
This is my favorite show on NPR.,07/15/2018,FemmeFantastic,So much great conversation- and the 10-11pm timeslot on WABE is perfect. It’s a great end to the day.,5
best news host maybe ever??,07/15/2018,Anonymousez,"joshua johnson is one of the best news hosts to ever do it. his incredible professionalism and superb hosting skills are 90% of why i tune in each week. oh! i also love how audience input drives the conversation, and i love the broad range (often rarely talked about) of topics this shows covers, *especially* as it relates to people of color. keep at it, 1A team!",5
Great source for US and World News!,07/17/2018,JRinVirginia,"Joshua Johnson does an excellent job of interviewing guests and moderating panel discussion. The Friday News Round-up is a ""must listen"" for staying on top of the eading news stories in the US and around the world. Thanks to the 1A team for an excellent show.",5
I love this podcast!,07/18/2018,Roberta 1218,"The variety of topics, JJ as the moderator, and the excellent guests all make for an A plus podcast.",5
Good chat show.,07/18/2018,Jerome Stevenson,Joshua Johnson is a good host.,5
Great for a daily pulse on the nation,07/19/2018,cam328,I truly appreciate the commitment JJ and The 1A team have to allowing a multitude of voices to be heard while maintaining civility throughout the conversations. This is one of my favorite podcasts. Thanks for the work you do to bring such a wide variety of topics into public discourse.,5
1A,07/20/2018,jib59,Shame the quality of the panel members has deteriorated. I used to love this show but struggle now with the presenters who are often vague and muddled.,2
Love it!,07/24/2018,JDang2,Great topics and discussion. Thank you!,5
Joshua Johnson & team have nailed it!,07/25/2018,yredgerly,"I’m so proud of the way JJ & team have taken the mantle from DR Show and continued with intelligent & polite dialogue. Further, I’m delighted to hear someone who SOUNDS like me in a conversation show. Job well done",5
Post all the episodes!,07/26/2018,Ahc4959,I love this show and really appreciate how Joshua makes sure to try and remain as balanced as possible (though there’s definitely still a bit of a leftist bias). But I don’t bother listening to the podcast since left than half of the episodes are even posted! Until they do that I’m just going to listen through the webpage.,3
Great for news and general interest!,07/31/2018,npr_fan34,Great news program to be kept up to date on what’s going on at both a national and international level!,5
Awesome,08/01/2018,one of wokandas kings,Joshua you are the best.,5
Great Show,08/04/2018,nclettercarrier,Joshua Is a great moderator and does a good job bringing in multiple perspectives to subject material. It’s great that the show and host are not afraid of talking about difficult topics that are facing our nation/world. I appreciate that the moderator doesn’t rely solely on media experts and their opinions but rather utilizes diversity to bring different cultural perspectives to conversations.,5
Balanced news,08/05/2018,Nicki4713,I love this podcast. One of the things that got me hooked is that the news is actually being discussed without trying to persuade me to feel a certain way. I like how the host JJ asks questions and allow for answers and he corrects when needed. This is one of the best balanced news and entertainment news out there.,5
Great show but Missing segments,08/05/2018,ACRH1,I like 1A but am frustrated not to find segments that I heard on air... why not podcast the entire show and all segments?,3
Anything and Everything,08/09/2018,An0n26155,I love the variety of topics and the diversity of opinions that are presented. Also Joshua Johnson is an amazing host and moderator.,5
Excellent weekly news roundups,08/11/2018,Dpn121212,A variety of panel members and civil decision.,5
Love this show!,05/05/2018,wyode,On topic. Excellent experts. Thanks Joshua !!,5
Too Left,05/11/2018,Yessssssssssssssir,Why is this NPR podcast so far left? Disappointing. Want unbiased news.,1
My favorite news and affairs show,05/12/2018,Clyde's dollface,"I really liked the Diane Rehm show, and doubted they would find a worthy successor. But Joshua Johnson is excellent: professional, intelligent, top-notch questioner, and a careful listener. He keeps his audience top of mind, and always is attuned to how they are hearing the program. It’s also obvious he has first-rate producers, clearly some of the best in the business.",5
Good work!,05/16/2018,Clint and Louise T,We’re enjoying the variety and scope of your programs and your personal insights about the topic at hand.,5
This team has a vision,05/20/2018,lebwh1,Making space to discover truth in civil conversation among smart people who disagree. It’s downright democratic.,5
1A,05/22/2018,plantyourtrees,"I LOVE the Friday news roundup, it’s a good news summary with some different perspectives and different guest journalists",5
"Love the show, hate that I can’t get it here",05/23/2018,Dexie Monster,Why isn’t the full show available by podcast?,5
This is my favorite show,05/24/2018,maren_j,I’ve never gotten into podcasts... I prefer to listen to my local station (WFSU) while I’m at home.,5
The favorite,06/02/2018,JUnit614,1A is by far my favorite podcast. Joshua always does a great job as host and seamlessly guides every episode through a well balanced and informative session.,5
Great Podcast,06/05/2018,WhittyO,"I love this show! Such a good mix of interesting information. The host is intelligent and respectful to each of his guests no matter their views. My favorite is the Friday news roundup because of the blend of national, international and entertainment news.",5
Too much energy.,06/09/2018,Wetstuff,"He tries to copy TV hosts. I listened to Diane Rheim (sp?) for many years. Maybe the age difference between them, but I listen to podcasts rather than NPR. Jim/Maryland",2
The true “Fresh Air” on radio,06/19/2018,Hansola1,Joshua Johnson should be acknowledged and credited for hosting the most impartial radio show currently airing in this country. I listen everyday and learn something everyday.,5
The best podcast,06/27/2018,Natalie c número UNO,"I love this podcast because it tackles such a variety of different topics, always with respect to different views and people. From drag queens to octopuses to income inequality, everyone can learn something. I love the style of Joshua and am always sad when he is not there. He has an intellectual, fresh, fun, and relevant take on each topic. He handles the many types of interviewees with ease! I can’t recommend this enough!",5
Civility,06/27/2018,DLMCHB,Bravo to Joshua on keeping a very provocative topic on track. You showed a balanced combination of control yet respect for a wide variety of passionate views. You must have been exhausted at the end of the hour! Love your podcast no matter what the topic!,5
Too Balanced,06/28/2018,American92,"I used to like this show a lot, but after listening to it for about a year, you start to realize that balance isn’t necessarily fair or just. It just seems like Joshua is trying to make everyone happy for ratings.",1
Best Part of My Day,06/28/2018,ELMurphh,I appreciate this podcast to no end. Joshua is my favorite host of any type of all time. He makes this podcast insightful and enjoyable. I am continually impressed with his breadth of knowledge and ability to navigate such a large range of topics with ease. Please take a listen!,5
Civility moderator lost it,06/30/2018,all...ears,Issue needs mod who is untriggered by facts,4
Unequivocally great pod,07/01/2018,DawnsFishies,"Only complaint is I wish you got more right-leaning guests. However, I imagine this is in part not for lack of trying, and in part because it’s easier to highlight the party out of power.",5
Civility??,07/05/2018,Salted Apple,"The “Civility” episode was anything but. Joshua’s lack of composure and unprofessional behavior was appalling. If he felt as though the panelists views were painting an unflattering portrait with biased, broad strokes - then that should have been respected as her position and not his to defend, offend or shout down. He was emotional and unhinged. I will stick with Terry Gross.",1
1A,07/06/2018,doyouwantmyopinion,"I always learn something. and if I listen to a podcast and don't learn anything, I delete it. I have never deleted any one of Joshua's podcasts.",5
I love it,03/30/2018,DamieniPhone,Keep it up!,5
Devil's Advocate or Clueless?,04/01/2018,Kit Kat Cad,"The host baits his interviewees with questions that cater to our thirst for Red vs Blue blood and in his own editorializing it's sometimes hard to tell if he's playing the devil's advocate or if he's truly that clueless (either way, not good for radio where a lot of nuance is lost). This show is OK, but there are a ton of news and interview podcasts out there that are better than what 1A offers with its current host.",3
"Super Leftist, But Trues to be Fair",04/03/2018,getsomenick,"This show looks at news-ish topics from an extremely Leftist perspective. However, most episodes have a good conservative/libertarian perspective represented. It’s a good source for balance with something the “The Federalist “ podcast, for example.",4
Ugh.,04/04/2018,cemipi,"Stop interrupting your guests.

Also, I understand wanting both sides represented in the conversation but your constant need to play devils advocate tends to take away from the conversation rather than adding to it.",2
Not well rounded,04/06/2018,THL747,"I understand that this podcast is mainly people’s opinions, but could we get more facts? Seems biased. Could be more well rounded to show more than one point of view",1
Great find,04/07/2018,Bligblog,Was really turned on to this show by the excellent interview with Tom Peters which I’ve passed along to my team. Then the show covering girls’ confidence is also a winner. Typically great NPR content.,5
Refreshing Podcast!,04/08/2018,Chickenlover200,Nice balance between news and variety. Joshua Johnson is an NPR rising journalist/host.,5
Perfect Timing,04/10/2018,princess boi,"I don't always have time for the full show. I love that the podcaast is a little shorter than the complete show, but somehow I don't feel like I'm missing too much. It is a perfect amount of time to listen while I ride my bike to work.",4
Great show,04/14/2018,rsharrell,"Joshua Johnson is doing a fine job. Yes, we all love Diane and can still listen to her on her podcast. But Joshua is his own person and brings his own gifts and experience. Besides, Diane enthusiastically endorsed him before her show ended. Let’s allow him to be who he is and appreciate what he brings to the world of news panels and commentary.",5
"Love Friday, but the rest of the week....",04/15/2018,JCChuck1958,"Honestly, this is one of my favorite podcasts. My only complaint is that the Monday through Thursday feeds are extremely limited, always just one segment of the complete show. PLEASE, make the entire broadcast available to your listeners.",4
Al!,04/15/2018,fauxfish!,"Al, this may be reminiscent of your love note to Terri Gross... I love you! For real though, Al Lettson is an amazing reporter and creator. Listen to all he makes, including Reveal - excellent and engaging and told in a way that makes me wanna listen!",5
Versatile,04/17/2018,everyday listener 2,"I am never bored, Joshua can take on any topic, from race to international news. Keep up the great work!",5
Brilliant host,04/18/2018,Nikkiadrienne,"Joshua is incredibly smart. He is a great listener which interviewers often are not. Follows up guests answers with insightful questions and comments. Incredibly knowledgeable and well researched. Stepped into Diane’s shoes nicely, and then some.",5
Very good show,04/20/2018,sharl001,I like it. A lot. I loved Diane too but all good things have to come to an end some time. So glad you were able to take her spot. Your shows are always timely and interesting.,5
Phenomenal podcast on wide range of issues!,04/24/2018,Pup876,"Joshua Johnson and 1A provide an exceptionally high quality examination and disucssion of a wide-range of issues -- he is extremely knowledgable and thougthful and asks very tough, thought-provoking questions to offer a balanced and nuanced exploration of topic!",5
Carefully balanced and not afraid to address explosive controversies! A must-listen,04/26/2018,Psnyder709,"1A is a daily 2-hour show that promotes civil discourse about controversial topics. Although we all bring our biases, Jeremiah Johnson works hard to listen to his guests and delve deep. Unafraid to admit his own biases, he explores the views and feelings behind today’s hot issues. Listen for a few days and you’ll be rewarded with a careful analysis.",5
My most listened to Podcast,04/27/2018,Hengyang,"I am a fan!!! Story’s are interesting, well researched & not stuffy",5
Love me some JJ!,04/29/2018,SWerMagen,"Diane Rhem left big shoes to fill, for sure. Joshua Johnson has not just stepped into those shoes, he has remade them in a marvelous way. It is still a very good news show with interesting features.",5
Loving this podcasts from a podcast fanatic,04/30/2018,ModernSouthernGirl,I learn so much from your show. This show provides me more insights then my local news show. Thank you for the great reporting and insights.,5
No wisdom. Not talking about the issues,05/02/2018,notsoemogirl,"- hate that they only take prerecorded calls or tweets
- hate that they aren’t talking about serious issues most of the time.",1
Great show,02/23/2018,Irish Spud,"Joshua is one of the best NPR newsmen in the business. Bringing good fresh topics with high quality experts. Check it out, a great show to keep up on news and learn new items and topics. Please though put BOTH daily shows on the podcast app! It will be a huge help to all us millennials!",5
Finding Footing,02/24/2018,Craberry,"Been listening since day one – – JJ is great. I especially enjoy the Friday round up and look forward to it every week. Like Diane, JJ seems to frequently know as much as or more than his guests and that’s great. Brilliant podcast.",5
Regular listener doing a cringe,02/25/2018,akaagentk,"I have been listening to 1A every day for a long time. I love Joshua's fair handed approach and balanced coverage of topics. BUT today I listened to FEBRUARY 20, 2018 ""The Future of Humanity"" with Michio Kaku. Why did you let this lunatic carry on for the whole show without any counterpoint of rationality? Futurists are not in the business of building rational scenarios. They make stuff up, but it entertains people and so they can make a living selling books. I am a Mechanical Engineering professor working on energy transition and I have to deal with the real world 100% of the time. I don't know how to express to you how cringe worthy your coverage of this Futurist was because you presented him as an actual scientist or technology expert which he is not. Maybe you need to explore the whole genre of Futurism and see what it really is. It is entertainment, like science fiction.",4
How “fair and balanced should be”,02/25/2018,M3appaholic,"With a smart, well read host, 1A delivers the fair and balanced news that we wish cable media could provide. While giving a voice to all sides of arguments, JJ is great about calling out BS when it pops up. Fair and balanced is possible without pandering, and this podcast is a shining example of that.",5
Great Show Great Ideal,02/27/2018,Concerned Housing Provider,I really enjoy listening to 1A. The show is very thought provoking and comprehensive in its coverage of stories. I would like to hear a show on the massive problem of Afforable Housing in American and the HUGE problem that will be exacerbated by the TRUMP Tax cut. The tax bill will serve a death blow to affordable housing because of the lack of Low Income Housing Tax credits(LIHTC),5
No more tears,03/09/2018,nolan301,"I was in tears when Diane left.. until I heard 1A. This is simply the best show on radio.
I’m a snowbird . In PA(WHYY) it is on only one hour. In SW FL (WGCU ), both segments are on each day.",5
Meh,03/10/2018,Rekinu,"I was hoping for a party-free discussion, and was sorely disappointed. You can tell the left tilt on this show without hardly any hiding of the fact. They pretend, by going to the RNC a couple episodes back, but the majority of those they interview are clearly elitist leftist, and when they do have a libertarian or conservative on, its one of four, and hardly given the same attention. I find myself just deleting about a third of the podcasts due to lack of interest. I start listening to it, and can’t stand the obvious slant they are",1
Always a fan,03/13/2018,Amy Abroad,"I’ve been listening to 1A from the beginning: first live on WUNC and now via podcast since we moved overseas. I learn something — new information, new perspectives — with every episode. Joshua Johnson strikes a good balance of soliciting various viewpoints where reasonable people can disagree, while engaging the topic through his own lens and experience. I really appreciate the variety of topics — including (as NPR is beloved for generally) topics I never would have sought out on my own or known I should care about. With each episode I feel a little more knowledgeable and a lot more curious about the theme. As others noted, I really miss the 2-hour format — more content please! And keep up the great work. - Amy B., Germany",5
I recommend this show to everyone,03/15/2018,Libra9300,They do a great job of articulating different ideas. Presenting different views and discussing the advantages and disadvantages of all.,5
Beautifully brings many viewpoints together,03/15/2018,KatieC25,"I love listening to 1A on NPR but when I miss it live, I’m so glad I can find it here. When discussing topics they bring (or at least truly try) to get all viewpoints to speak, and not just screaming at each other. I feel like I not only understand the topics better but also the viewpoints that are not like my own.",5
Love the M-Th podcasts!,03/16/2018,GalInSeattle,"I love this show, and love Joshua Johnson's balanced, smart interview style! I don't love the Friday news roundups, however. I skip them, always. By the time the week is over, and Trump has set his sights on Mar-a-Lago, I've already heard the daily news from 19 different directions on a daily basis. Please give us something short, and bright and fresh to listen to on Friday. We deserve a break, a human interest story, perhaps? Rehashing the week's awful news over 90 minutes just isn't doing it for me.",4
No longer a valid news source.,03/17/2018,chburnell,This once valuable program has become a spokes organ for the White House. Count me out.,1
Love it!,03/19/2018,book bartender,My favorite way to get news.,4
Hooray for deep dives!,03/21/2018,Rachie456,I appreciate the time spent delving into each topic and the contributions of subject matter experts. Thanks Joshua for cultivating a space for both agreeing and dissenting voices.,5
Always on point,03/22/2018,Alessandra Nardi,Thanks Joshua for being the new power force in the news radio bringing us up to date facts and solid questions. Keep strong for us!,5
Solid and well-balanced,03/23/2018,Michelle Cohrene,Solid reporting that makes a valiant attempt at finding a balance of views without “being so open mined your brain falls out.”,4
Favorite news podcast,03/24/2018,StefSchui,"I listen to 1A every day. I like the well informed guests, the many women guests, and the range of topics. I’m able to stay off internet news sites that cater to manipulating emotions as a way to gain readership. Keep up the great work JJ!!",5
mind-opening,03/24/2018,Embgj,"I loved Diane Rheem, her diplomacy, the respect she showed her interviewees and her dignity.
And I have grown to love JJ for different reasons. He goes right to the quick of topics (like the meaningfulness of hazing), he sometimes shares his own reactions as a Black gay man (which as a white woman I really appreciate hearing), and addresses topics I never thought i would hear on radio, like the politics of periods :) .",5
Don’t sound hesitant!,03/25/2018,Syntax Babe,"I love this podcast. Joshua Johnson asks probing questions and interviews important people. One suggestion: Mr. Johnson says “kind of” quite often, sometimes twice in the same sentence. Makes it sound like you’re nervous. No need to be!",4
Love the Podcast. but why only one hour?,03/30/2018,J A Campo,Love the show it is two hours long but we only get one hour on podcast?,4
Octopuses,01/10/2018,TMH3,I regularly listen to 1A. The data is objective & all sides get their chance to discuss topics. My favorite thus far has been the episode about octopuses. The guests were down to earth & informative. Thank you.,4
Interesting and engaging,01/19/2018,JuliaS12000,"I listen to 1A on my drive to work and it makes the commute sim much more enjoyable. The conversations, discussions, and debates held on this show are always thoughtful, balanced, and interesting. They do a great job of covering a wide range of topics, there's something here for everyone.",5
Very informing,01/21/2018,Forthetokens10286299727,"Joshua does a great job, and I love the breadth and diversity of topics he covers.",5
Pompous and arrogant reporting from the left,01/22/2018,Tool4daman,"Fake news and left news. If you like your news from one single point of view that reinforces your left viewpoint, then this is for you. I’ve subscribed to this podcast for approximately six months, and have seen little to no balanced reporting in that time. This podcast is carrying on the NPR flag of discrimination against conservatives. No wonder why congress seeks to defund them every few years. But its ok- they’re enlightened.",1
1A,01/23/2018,Mary from Minnesota (MPR),"I couldn’t disagree more with LibScott. I think Joshua Johnson is amazing. He picks timely topics, asks thoughtful questions and invites articulate guests on both sides. He clearly prepares well but is very adept at changing course to explore a different question or observation. I also saw him live in Minneapolis and felt even more respect for him.",4
Vital podcast for our changing world,01/23/2018,Bittersweet Milk,I like that the show features a variety of topics and guests. Host Joshua Johnson masterfully moderates the conversation so that every voice is heard. The podcast is vital to the growing world that feels erratic at times.,4
Daily listener,01/24/2018,astnlgsn,This is my favorite daily podcsst. Joshua Johnson covers a vast array of global issues and always pulls in a diverse guest panel to add dynamic perspectives.,5
